industry,broken_year,location,funded_status,survival_time,cause_of_failure,dataid
Social Media,2015,Beijing,No Funding,1091,no business model,974
Social Media,2015,Shanghai,No Funding,2124,no business model,975
Social Media,2015,Shanghai,No Funding,1088,no business model,976
Social Media,2015,Beijing,No Funding,996,no business model,977
Social Media,2015,Beijing,No Funding,3948,no business model,978
Social Media,2015,Beijing,No Funding,1100,get outcompeted,979
Social Media,2014,Beijing,No Funding,2465,pivot gone bad,980
Social Media,2014,Beijing,No Funding,1213,no business model,981
Social Media,2014,Shanghai,No Funding,2245,no business model,982
Social Media,2014,Sichuan,Angel Round,1008,ignore customers,983
Social Media,2014,Beijing,Series A,977,no market need,984
Social Media,2013,Beijing,No Funding,2556,no market need,985
Social Media,2012,Guangdong,No Funding,2375,pivot gone bad,986
Social Media,2012,Guangdong,No Funding,2375,pivot gone bad,987
Social Media,2012,Zhejiang,No Funding,1010,product mistimed,988
Social Media,2010,Shanghai,No Funding,1270,pivot gone bad,989
Enterprise Service,2019,Beijing,Angel Round,1400,product mistimed,990
Enterprise Service,2019,Jiangsu,No Funding,1400,get outcompeted,991
Enterprise Service,2019,Shaanxi,Angel Round,1581,no investor interest,992
Enterprise Service,2019,Henan,No Funding,547,pivot gone bad,993
Enterprise Service,2019,Zhejiang,Angel Round,1369,product mistimed,994
Enterprise Service,2019,Guangdong,Angel Round,1461,no market need,995
Enterprise Service,2019,Zhejiang,Angel Round,1187,product mistimed,996
Enterprise Service,2019,Anhui,No Funding,1522,no investor interest,997
Enterprise Service,2019,Sichuan,Angel Round,1461,no business model,998
Enterprise Service,2019,Sichuan,No Funding,1400,no business model,999
Enterprise Service,2019,Beijing,Series A,1461,pivot gone bad,1000
Enterprise Service,2019,Beijing,Angel Round,1247,pivot gone bad,1001
Enterprise Service,2019,Beijing,Angel Round,1492,no market need,1002
Enterprise Service,2019,Beijing,Series A,1612,pivot gone bad,1003
Enterprise Service,2019,Beijing,Series A,1396,founder,1004
Enterprise Service,2019,Beijing,Angel Round,1364,get outcompeted,1005
Enterprise Service,2019,Beijing,Series B,1726,product mistimed,1006
Enterprise Service,2019,Hubei,No Funding,1419,ran out of cash,1007
Enterprise Service,2019,Zhejiang,Angel Round,1394,pivot gone bad,1008
Enterprise Service,2018,Sichuan,Angel Round,1552,get outcompeted,1009
Enterprise Service,2018,Beijing,Series A,1613,no business model,1010
Enterprise Service,2018,Beijing,Series A,1613,no business model,1011
Enterprise Service,2018,Sichuan,No Funding,1613,no business model,1012
Enterprise Service,2018,Anhui,No Funding,1766,no investor interest,1013
Enterprise Service,2018,Beijing,Angel Round,1552,get outcompeted,1014
Enterprise Service,2018,Shanghai,Series A,1582,get outcompeted,1015
Enterprise Service,2018,Tianjin,Angel Round,1521,product mistimed,1016
Enterprise Service,2018,Jiangsu,No Funding,1705,no investor interest,1017
Enterprise Service,2018,Beijing,Seed Round,1674,no market need,1018
Enterprise Service,2018,Beijing,No Funding,1735,ignore customers,1019
Enterprise Service,2018,Beijing,Angel Round,1886,no investor interest,1020
Enterprise Service,2018,Beijing,Angel Round,1521,product mistimed,1021
Enterprise Service,2018,Beijing,Angel Round,1613,pivot gone bad,1022
Enterprise Service,2018,Jiangsu,Angel Round,1735,no business model,1023
Enterprise Service,2018,Hubei,No Funding,695,lose focus,1024
Enterprise Service,2018,Shanghai,Angel Round,1414,product mistimed,1025
Enterprise Service,2018,Zhejiang,Series A,1070,legal challenges,1026
Enterprise Service,2018,Beijing,Series A,1323,no investor interest,1027
Enterprise Service,2018,Beijing,No Funding,1460,no business model,1028
Enterprise Service,2018,Shanghai,Angel Round,1157,get outcompeted,1029
Enterprise Service,2017,Guangdong,Angel Round,2191,get outcompeted,1030
Enterprise Service,2017,Guangdong,No Funding,1886,get outcompeted,1031
Enterprise Service,2017,Beijing,Angel Round,1735,product mistimed,1032
Enterprise Service,2017,Beijing,Angel Round,1613,get outcompeted,1033
Enterprise Service,2017,Beijing,Series A,2070,get outcompeted,1034
Enterprise Service,2017,Sichuan,No Funding,1582,pivot gone bad,1035
Enterprise Service,2017,Beijing,No Funding,1978,get outcompeted,1036
Enterprise Service,2017,Shanghai,Angel Round,1735,ignore customers,1037
Enterprise Service,2017,Beijing,No Funding,1521,product mistimed,1038
Enterprise Service,2017,Sichuan,No Funding,1582,no business model,1039
Enterprise Service,2017,Beijing,No Funding,2100,get outcompeted,1040
Enterprise Service,2017,Shanghai,Pre-A Round,2131,get outcompeted,1041
Enterprise Service,2017,Shanghai,Angel Round,2191,ignore customers,1042
Enterprise Service,2017,Jiangsu,No Funding,2131,no business model,1043
Enterprise Service,2017,Sichuan,No Funding,1947,no market need,1044
Enterprise Service,2017,Taiwan,No Funding,2191,lose focus,1045
Enterprise Service,2017,Shandong,No Funding,1735,no business model,1046
Enterprise Service,2017,Beijing,Angel Round,861,lose focus,1047
Enterprise Service,2017,Zhejiang,Series A,741,no business model,1048
Enterprise Service,2017,Sichuan,No Funding,543,no business model,1049
Enterprise Service,2017,Beijing,No Funding,905,failure to pivot,1050
Enterprise Service,2017,Shanghai,No Funding,631,pivot gone bad,1051
Enterprise Service,2017,Shanghai,No Funding,631,no business model,1052
Enterprise Service,2017,Shanghai,Angel Round,678,no market need,1053
Enterprise Service,2017,Beijing,No Funding,3960,get outcompeted,1054
Enterprise Service,2017,Beijing,Angel Round,608,founder,1055
Enterprise Service,2017,Zhejiang,Series A,736,product mistimed,1056
Enterprise Service,2017,Beijing,Angel Round,1100,lose focus,1057
Enterprise Service,2017,Beijing,Angel Round,641,product mistimed,1058
Enterprise Service,2016,Beijing,No Funding,2040,no business model,1059
Enterprise Service,2016,Overseas,Acquired,2191,no investor interest,1060
Enterprise Service,2016,Shanghai,Series A,1887,get outcompeted,1061
Enterprise Service,2016,Shanghai,Angel Round,1918,no investor interest,1062
Enterprise Service,2016,Beijing,Series A,2010,get outcompeted,1063
Enterprise Service,2016,Shanghai,No Funding,1857,no business model,1064
Enterprise Service,2016,Shanghai,Angel Round,1887,no business model,1065
Enterprise Service,2016,Beijing,Angel Round,2010,no market need,1066
Enterprise Service,2016,Guangdong,No Funding,2132,get outcompeted,1067
Enterprise Service,2016,Guangdong,No Funding,2132,pricing/cost issue,1068
Enterprise Service,2016,Shanghai,Series B,2071,no market need,1069
Enterprise Service,2016,Shanghai,No Funding,1887,no business model,1070
Enterprise Service,2016,Shanghai,No Funding,1221,no business model,1071
Enterprise Service,2016,Shanghai,No Funding,1036,no business model,1072
Enterprise Service,2016,Beijing,No Funding,885,failure to pivot,1073
Enterprise Service,2016,Shanghai,No Funding,854,no business model,1074
Enterprise Service,2016,Guangdong,No Funding,943,no business model,1075
Enterprise Service,2016,Jiangsu,No Funding,1270,poor product,1076
Enterprise Service,2016,Shanghai,No Funding,2975,lose focus,1077
Enterprise Service,2016,Beijing,Angel Round,780,no market need,1078
Enterprise Service,2016,Anhui,Pre-A Round,704,get outcompeted,1079
Enterprise Service,2016,Beijing,No Funding,1461,pivot gone bad,1080
Enterprise Service,2015,Beijing,Series B,2404,ran out of cash,1081
Enterprise Service,2015,Hubei,Angel Round,1183,no investor interest,1082
Enterprise Service,2015,Beijing,No Funding,2217,no business model,1083
Enterprise Service,2015,Shanghai,No Funding,1089,pivot gone bad,1084
Enterprise Service,2015,Beijing,No Funding,724,pivot gone bad,1085
Enterprise Service,2015,Beijing,Acquired,1158,pivot gone bad,1086
Enterprise Service,2015,Shanghai,Series A,1831,get outcompeted,1087
Enterprise Service,2014,Shaanxi,No Funding,2221,pivot gone bad,1088
Enterprise Service,2014,Jiangsu,Angel Round,2404,pivot gone bad,1089
Enterprise Service,2014,Shanghai,No Funding,1160,no business model,1090
Enterprise Service,2014,Beijing,Series A,1156,get outcompeted,1091
Enterprise Service,2014,Shanghai,No Funding,1153,no business model,1092
Enterprise Service,2014,Beijing,No Funding,1122,no business model,1093
Enterprise Service,2014,Shanghai,No Funding,1113,pivot gone bad,1094
Enterprise Service,2013,Beijing,Angel Round,2436,failure to pivot,1095
Enterprise Service,2013,Beijing,No Funding,1127,no business model,1096
Enterprise Service,2013,Beijing,No Funding,846,pivot gone bad,1097
Enterprise Service,2013,Hubei,Angel Round,1495,no market need,1098
Enterprise Service,2013,Beijing,Series A,1434,get outcompeted,1099
Enterprise Service,2012,Guangdong,Angel Round,931,ignore customers,1100
Enterprise Service,2011,Beijing,No Funding,756,no business model,1101
Enterprise Service,2011,Jiangsu,Strategic,784,no investor interest,1102
Hardware,2019,Beijing,No Funding,1612,no market need,1103
Hardware,2019,Zhejiang,No Funding,1278,pricing/cost issue,1104
Hardware,2018,Guangdong,No Funding,1644,ran out of cash,1105
Hardware,2018,Guangdong,Angel Round,1735,no market need,1106
Hardware,2018,Jiangsu,No Funding,1521,pricing/cost issue,1107
Hardware,2018,Shanghai,Angel Round,1582,no investor interest,1108
Hardware,2018,Fujian,Angel Round,1582,ran out of cash,1109
Hardware,2018,Guangdong,Pre-A Round,1766,product mistimed,1110
Hardware,2018,Zhejiang,Series B,1456,ran out of cash,1111
Hardware,2018,Shandong,Series A,1490,poor marketing,1112
Hardware,2017,Beijing,Series A,1856,pricing/cost issue,1113
Hardware,2017,Taiwan,Angel Round,1674,no market need,1114
Hardware,2017,Guangdong,Angel Round,1825,pricing/cost issue,1115
Hardware,2017,Overseas,Series A,1582,product mistimed,1116
Hardware,2017,Guangdong,No Funding,1856,pricing/cost issue,1117
Hardware,2017,Overseas,Series A,1794,no market need,1118
Hardware,2017,Guangdong,Strategic,3272,pricing/cost issue,1119
Hardware,2017,Overseas,Series B,1766,poor product,1120
Hardware,2017,Beijing,Series A,1102,product mistimed,1121
Hardware,2017,Guangdong,Series A,1038,product mistimed,1122
Hardware,2017,Beijing,Angel Round,1303,product mistimed,1123
Hardware,2017,Beijing,Angel Round,905,poor product,1124
Hardware,2017,Shaanxi,Angel Round,785,no business model,1125
Hardware,2016,Guangdong,Series A,1918,pricing/cost issue,1126
Hardware,2016,Overseas,Series B,2071,burn out,1127
Hardware,2016,Jiangsu,Series A,1122,no business model,1128
Hardware,2016,Beijing,Series A+,1130,not the right team,1129
Hardware,2016,Beijing,Series A,1100,pricing/cost issue,1130
Hardware,2016,Beijing,Series A,1281,product mistimed,1131
Hardware,2016,Shanghai,Angel Round,1281,no market need,1132
Hardware,2015,Zhejiang,No Funding,1947,no investor interest,1133
Hardware,2015,Guangdong,Series B,1488,pricing/cost issue,1134
Hardware,2014,Overseas,Series E,2556,poor marketing,1135
Hardware,2014,Shanghai,Series A,1071,pricing/cost issue,1136
Hardware,2014,Shanghai,No Funding,1302,poor product,1137
Hardware,2014,Guangdong,No Funding,623,legal challenges,1138
Hardware,2013,Zhejiang,Series A,1373,no investor interest,1139
Hardware,2011,Guangdong,Series A,2404,no investor interest,1140
Sports,2019,Beijing,No Funding,1247,pricing/cost issue,1141
Sports,2018,Beijing,Angel Round,1582,no investor interest,1142
Sports,2018,Guangdong,Angel Round,1766,product mistimed,1143
Sports,2018,Beijing,Angel Round,1491,no market need,1144
Sports,2018,Beijing,No Funding,1582,no business model,1145
Sports,2018,Beijing,Angel Round,1552,no market need,1146
Sports,2018,Guangdong,Pre-A Round,1825,ran out of cash,1147
Sports,2018,Jiangsu,No Funding,1705,pricing/cost issue,1148
Sports,2018,Shanghai,Angel Round,1644,poor marketing,1149
Sports,2018,Beijing,Acquired,1735,no investor interest,1150
Sports,2018,Guangdong,Series C,1275,product mistimed,1151
Sports,2017,Shanghai,Angel Round,2191,legal challenges,1152
Sports,2017,Beijing,Angel Round,1644,no investor interest,1153
Sports,2017,Overseas,Series A,1886,no business model,1154
Sports,2017,Beijing,No Funding,1552,pivot gone bad,1155
Sports,2017,Beijing,Angel Round,855,get outcompeted,1156
Sports,2016,Overseas,Series B,2191,lose focus,1157
Sports,2016,Beijing,No Funding,520,no business model,1158
Sports,2016,Beijing,No Funding,1941,no business model,1159
Travel,2019,Chongqing,Angel Round,1431,no market need,1160
Travel,2018,Shanghai,Series A,1552,product mistimed,1161
Travel,2018,Beijing,Angel Round,1644,no market need,1162
Travel,2018,Beijing,Angel Round,1582,no market need,1163
Travel,2018,Beijing,No Funding,1825,pivot gone bad,1164
Travel,2018,Shanghai,Acquired,2374,product mistimed,1165
Travel,2018,Beijing,Series C,2071,no business model,1166
Travel,2018,Beijing,Angel Round,976,no market need,1167
Travel,2017,Shanghai,Series A+,1886,get outcompeted,1168
Travel,2017,Beijing,Acquired,1735,get outcompeted,1169
Travel,2017,Shanghai,No Funding,1825,no business model,1170
Travel,2017,Beijing,Series A+,1644,get outcompeted,1171
Travel,2017,Beijing,Angel Round,2009,poor product,1172
Travel,2017,Beijing,Series A,1886,get outcompeted,1173
Travel,2017,Shanghai,Series C,2191,no business model,1174
Travel,2017,Guangdong,Series A,1644,get outcompeted,1175
Travel,2017,Beijing,Series A,1766,get outcompeted,1176
Travel,2017,Beijing,Series A,2100,poor marketing,1177
Travel,2017,Beijing,No Funding,2497,no business model,1178
Travel,2017,Beijing,Series A,1542,pivot gone bad,1179
Travel,2017,Beijing,Angel Round,1219,supervision,1180
Travel,2017,Sichuan,No Funding,450,no market need,1181
Travel,2017,Shanghai,Seed Round,778,no market need,1182
Travel,2017,Shanghai,Pre-A Round,1101,get outcompeted,1183
Travel,2017,Sichuan,Angel Round,1100,poor marketing,1184
Travel,2017,Shanghai,Acquired,4755,no investor interest,1185
Travel,2017,Beijing,Angel Round,1101,no market need,1186
Travel,2017,Guangdong,Angel Round,522,no business model,1187
Travel,2016,Beijing,Acquired,2101,get outcompeted,1188
Travel,2016,Beijing,Angel Round,2101,pricing/cost issue,1189
Travel,2016,Guangdong,Angel Round,1101,no business model,1190
Travel,2016,Henan,No Funding,1615,no business model,1191
Travel,2016,Beijing,No Funding,658,no business model,1192
Travel,2016,Beijing,Angel Round,431,no market need,1193
Travel,2016,Zhejiang,Series A,1130,no business model,1194
Travel,2016,Sichuan,Angel Round,1038,get outcompeted,1195
Travel,2016,Shanghai,Series A,735,founder,1196
Travel,2016,Shanghai,Series B,1466,no market need,1197
Travel,2015,Zhejiang,No Funding,2190,get outcompeted,1198
Travel,2015,Beijing,Acquired,1466,get outcompeted,1199
Travel,2015,Beijing,No Funding,1399,no business model,1200
Travel,2014,Beijing,No Funding,1029,no business model,1201
Travel,2014,Shanghai,Angel Round,1243,no market need,1202
Travel,2013,Beijing,Series A,1244,no market need,1203
Travel,2013,Jiangsu,Series A,1403,no investor interest,1204
Travel,2011,Shanghai,Angel Round,2374,pivot gone bad,1205
Logistics,2019,Beijing,No Funding,1553,get outcompeted,1206
Logistics,2019,Beijing,Strategic,3074,ignore customers,1207
Logistics,2018,Guangdong,Series A,1825,founder,1208
Logistics,2018,Shanghai,Series A,1613,no investor interest,1209
Logistics,2018,Shanghai,No Funding,1613,no business model,1210
Logistics,2018,Overseas,Seed Round,1521,product mistimed,1211
Logistics,2018,Guangdong,Pre-A Round,869,get outcompeted,1212
Logistics,2017,Overseas,Series B,1644,no business model,1213
Logistics,2017,Guangdong,Series D,1886,ran out of cash,1214
Logistics,2017,Jiangsu,Series B,1978,ran out of cash,1215
Logistics,2017,Overseas,Seed Round,1730,burn out,1216
Logistics,2016,Shanghai,Pre-A Round,1466,poor marketing,1217
Logistics,2016,Shanghai,No Funding,913,no business model,1218
Logistics,2016,Hunan,Series A,365,product mistimed,1219
Logistics,2015,Beijing,Series A,2555,product mistimed,1220
Logistics,2015,Guangdong,No Funding,1978,pivot gone bad,1221
Agriculture,2019,Shanghai,No Funding,1394,pivot gone bad,1222
Agriculture,2017,Beijing,Series A,1187,no investor interest,1223
New Industry,2017,Beijing,Angel Round,1521,ran out of cash,1224
New Industry,2017,Guangdong,Series A,1552,pivot gone bad,1225
New Industry,2017,Beijing,Series A,2039,product mistimed,1226
New Industry,2017,Beijing,Series A,1831,no market need,1227
New Industry,2016,Sichuan,No Funding,1278,no business model,1228
New Industry,2016,Guangdong,No Funding,1191,ran out of cash,1229
New Industry,2015,Overseas,Acquired,2555,poor product,1230
New Industry,2015,Shanghai,No Funding,815,no business model,1231
New Industry,2015,Shanghai,No Funding,1301,no business model,1232
New Industry,2012,Shanghai,Series C,2556,pivot gone bad,1233
New Industry,2012,Beijing,Series B,4409,ran out of cash,1234
