industry,broken_year,location,funded_status,survival_time,cause_of_failure,dataid
Tool,2018,Fujian,No Funding,1825,no investor interest,487
Tool,2018,Shanghai,Angel Round,1674,no market need,488
Tool,2018,Sichuan,Pre-A Round,1521,no market need,489
Tool,2018,Sichuan,No Funding,1644,no business model,490
Tool,2018,Shanghai,Angel Round,1521,legal challenges,491
Tool,2018,Beijing,Pre-A Round,1644,no market need,492
Tool,2018,Overseas,Angel Round,1735,pivot gone bad,493
Tool,2018,Fujian,Angel Round,1065,no market need,494
Tool,2017,Beijing,Angel Round,2160,no business model,495
Tool,2017,Shandong,No Funding,1825,legal challenges,496
Tool,2017,Beijing,No Funding,2100,pivot gone bad,497
Tool,2017,Sichuan,No Funding,1705,no investor interest,498
Tool,2017,Beijing,Angel Round,2191,no market need,499
Tool,2017,Shanghai,No Funding,1582,no market need,500
Tool,2017,Beijing,Angel Round,2191,no business model,501
Tool,2017,Guangdong,Angel Round,1644,no market need,502
Tool,2017,Sichuan,Angel Round,1917,lose focus,503
Tool,2017,Sichuan,No Funding,2070,no investor interest,504
Tool,2017,Liaoning,No Funding,1825,lose focus,505
Tool,2017,Guangdong,No Funding,1917,pivot gone bad,506
Tool,2017,Beijing,Strategic,2191,no market need,507
Tool,2017,Jiangsu,No Funding,1194,no business model,508
Tool,2017,Shanghai,No Funding,1241,no business model,509
Tool,2017,Beijing,No Funding,1402,no business model,510
Tool,2016,Shanghai,Angel Round,2040,no market need,511
Tool,2016,Shanghai,No Funding,2191,no investor interest,512
Tool,2016,Zhejiang,No Funding,2101,lose focus,513
Tool,2016,Hong Kong,Series A,2191,no market need,514
Tool,2016,Shanghai,Angel Round,1948,pivot gone bad,515
Tool,2016,Guangdong,No Funding,1857,pivot gone bad,516
Tool,2016,Beijing,Angel Round,1857,ran out of cash,517
Tool,2016,Beijing,Angel Round,2071,no market need,518
Tool,2016,Beijing,Angel Round,1918,no investor interest,519
Tool,2016,Beijing,Angel Round,740,no business model,520
Tool,2016,Beijing,No Funding,915,no business model,521
Tool,2016,Shanghai,Angel Round,740,no market need,522
Tool,2016,Beijing,No Funding,794,get outcompeted,523
Tool,2016,Zhejiang,No Funding,1310,no business model,524
Tool,2016,Zhejiang,No Funding,1310,no business model,525
Tool,2016,Beijing,No Funding,884,no market need,526
Tool,2016,Beijing,No Funding,1728,no business model,527
Tool,2016,Beijing,Series A,1067,no business model,528
Tool,2016,Beijing,Angel Round,1466,no business model,529
Tool,2015,Beijing,Series C,2039,lose focus,530
Tool,2015,Beijing,Series C,2039,lose focus,531
Tool,2015,Beijing,Acquired,2524,pivot gone bad,532
Tool,2015,Shanghai,No Funding,2190,get outcompeted,533
Tool,2015,Beijing,No Funding,1009,no business model,534
Tool,2015,Zhejiang,No Funding,1034,no business model,535
Tool,2015,Beijing,No Funding,2368,no business model,536
Tool,2015,Shanghai,No Funding,5687,no business model,537
Tool,2015,Shanghai,Angel Round,878,no market need,538
Tool,2015,Guangdong,No Funding,725,no business model,539
Tool,2015,Zhejiang,No Funding,6204,no business model,540
Tool,2015,Beijing,No Funding,1029,no business model,541
Tool,2015,Beijing,No Funding,1242,product mistimed,542
Tool,2015,Zhejiang,No Funding,1576,no business model,543
Tool,2014,Beijing,No Funding,1465,no business model,544
Tool,2013,Beijing,No Funding,1029,no business model,545
Tool,2013,Shanghai,Public,4954,no business model,546
Local Business,2019,Guangdong,Series A+,1603,burn out,547
Local Business,2019,Zhejiang,Seed Round,1126,no business model,548
Local Business,2019,Shanghai,Series A,1522,no market need,549
Local Business,2019,Beijing,Angel Round,1278,ran out of cash,550
Local Business,2019,Beijing,Series A,822,poor product,551
Local Business,2019,Fujian,Angel Round,1461,no market need,552
Local Business,2019,Shanghai,Angel Round,1581,no market need,553
Local Business,2019,Beijing,Seed Round,1216,no investor interest,554
Local Business,2019,Beijing,Angel Round,912,get outcompeted,555
Local Business,2019,Sichuan,No Funding,1369,no market need,556
Local Business,2019,Zhejiang,Seed Round,912,no market need,557
Local Business,2019,Beijing,Angel Round,1522,product mistimed,558
Local Business,2019,Overseas,Series A,1612,burn out,559
Local Business,2019,Guangdong,Strategic,637,founder,560
Local Business,2019,Beijing,Series B,1798,team/investors,561
Local Business,2018,Guangdong,Angel Round,1825,no business model,562
Local Business,2018,Overseas,Pre-A Round,1521,no market need,563
Local Business,2018,Beijing,Pre-A Round,1491,lose focus,564
Local Business,2018,Guangdong,Series A,1644,pivot gone bad,565
Local Business,2018,Jiangsu,No Funding,1735,get outcompeted,566
Local Business,2018,Beijing,Acquired,1491,product mistimed,567
Local Business,2018,Shanghai,Angel Round,1674,no market need,568
Local Business,2018,Shanghai,Angel Round,1521,product mistimed,569
Local Business,2018,Guangdong,No Funding,1644,pricing/cost issue,570
Local Business,2018,Beijing,Angel Round,1521,pivot gone bad,571
Local Business,2018,Beijing,Angel Round,1674,no business model,572
Local Business,2018,Beijing,Angel Round,1644,product mistimed,573
Local Business,2018,Beijing,Series A,1766,burn out,574
Local Business,2018,Guangdong,Angel Round,1766,no market need,575
Local Business,2018,Zhejiang,Angel Round,1491,no market need,576
Local Business,2018,Zhejiang,Angel Round,1613,no business model,577
Local Business,2018,Shanghai,Series C,1491,no market need,578
Local Business,2018,Zhejiang,Angel Round,1491,get outcompeted,579
Local Business,2018,Beijing,Pre-A Round,944,get outcompeted,580
Local Business,2018,Beijing,Angel Round,779,get outcompeted,581
Local Business,2018,Beijing,Series A,1189,get outcompeted,582
Local Business,2018,Beijing,Series A,627,get outcompeted,583
Local Business,2018,Beijing,Angel Round,153,pricing/cost issue,584
Local Business,2018,Guangdong,Angel Round,1006,no business model,585
Local Business,2017,Overseas,Series B,2131,get outcompeted,586
Local Business,2017,Shanghai,No Funding,1825,lose focus,587
Local Business,2017,Beijing,No Funding,2100,get outcompeted,588
Local Business,2017,Beijing,Series A,1825,founder,589
Local Business,2017,Guangdong,Angel Round,1947,pivot gone bad,590
Local Business,2017,Liaoning,No Funding,2131,pivot gone bad,591
Local Business,2017,Shanghai,Pre-A Round,1582,pricing/cost issue,592
Local Business,2017,Beijing,Angel Round,1552,ran out of cash,593
Local Business,2017,Beijing,Angel Round,1521,no market need,594
Local Business,2017,Zhejiang,Angel Round,2191,get outcompeted,595
Local Business,2017,Beijing,Angel Round,1552,no market need,596
Local Business,2017,Guangdong,Angel Round,1521,get outcompeted,597
Local Business,2017,Beijing,Angel Round,1644,no business model,598
Local Business,2017,Shanghai,Angel Round,1582,poor marketing,599
Local Business,2017,Beijing,No Funding,2222,no business model,600
Local Business,2017,Beijing,Angel Round,2131,no business model,601
Local Business,2017,Guangdong,No Funding,1856,product mistimed,602
Local Business,2017,Hubei,Angel Round,1917,no market need,603
Local Business,2017,Beijing,No Funding,1735,get outcompeted,604
Local Business,2017,Zhejiang,Angel Round,4072,get outcompeted,605
Local Business,2017,Beijing,Series C,3991,founder,606
Local Business,2017,Beijing,Series A,860,ran out of cash,607
Local Business,2017,Sichuan,No Funding,830,no business model,608
Local Business,2017,Guangdong,No Funding,891,no market need,609
Local Business,2017,Chongqing,Series A,799,no market need,610
Local Business,2017,Beijing,No Funding,946,no business model,611
Local Business,2017,Beijing,Series B,915,no market need,612
Local Business,2017,Zhejiang,Series A,795,burn out,613
Local Business,2017,Zhejiang,Angel Round,784,pivot gone bad,614
Local Business,2017,Beijing,No Funding,946,no business model,615
Local Business,2017,Beijing,Angel Round,883,burn out,616
Local Business,2017,Shanghai,Angel Round,740,no business model,617
Local Business,2017,Guangdong,Angel Round,1040,no investor interest,618
Local Business,2017,Overseas,Series B,1519,no business model,619
Local Business,2017,Beijing,Series A,768,product mistimed,620
Local Business,2017,Guangdong,Angel Round,700,get outcompeted,621
Local Business,2017,Beijing,No Funding,1588,no market need,622
Local Business,2017,Jiangsu,Pre-A Round,676,no business model,623
Local Business,2017,Guangdong,Pre-A Round,2192,pivot gone bad,624
Local Business,2017,Beijing,Angel Round,731,burn out,625
Local Business,2016,Shanghai,No Funding,2132,no business model,626
Local Business,2016,Shanghai,Angel Round,2040,no market need,627
Local Business,2016,Hubei,No Funding,1857,get outcompeted,628
Local Business,2016,Overseas,Series A,1918,no market need,629
Local Business,2016,Jiangsu,No Funding,2010,no business model,630
Local Business,2016,Beijing,Series A,2010,get outcompeted,631
Local Business,2016,Shanghai,Series A,720,burn out,632
Local Business,2016,Shanghai,Series A,1832,founder,633
Local Business,2016,Guangdong,No Funding,768,no market need,634
Local Business,2016,Shandong,No Funding,974,pivot gone bad,635
Local Business,2016,Shanghai,No Funding,1126,no business model,636
Local Business,2016,Fujian,Series A,1119,no business model,637
Local Business,2016,Beijing,Angel Round,780,no market need,638
Local Business,2016,Shanghai,Series A,1800,no business model,639
Local Business,2016,Shanghai,Series A,1100,get outcompeted,640
Local Business,2016,Zhejiang,Series B,673,no market need,641
Local Business,2016,Beijing,Series B,643,no investor interest,642
Local Business,2016,Beijing,Series A,704,burn out,643
Local Business,2016,Beijing,Angel Round,1101,no market need,644
Local Business,2015,Beijing,Angel Round,1978,poor marketing,645
Local Business,2015,Zhejiang,No Funding,1886,get outcompeted,646
Local Business,2015,Shanghai,Angel Round,1856,no market need,647
Local Business,2015,Shanghai,Angel Round,2496,get outcompeted,648
Local Business,2015,Guangdong,No Funding,1346,no business model,649
Local Business,2015,Guangdong,No Funding,944,no business model,650
Local Business,2015,Anhui,No Funding,1126,no business model,651
Local Business,2015,Guangdong,Angel Round,634,ran out of cash,652
Local Business,2015,Beijing,No Funding,848,no business model,653
Local Business,2015,Beijing,No Funding,2367,no business model,654
Local Business,2015,Beijing,No Funding,1150,no business model,655
Local Business,2015,Shanghai,No Funding,785,product mistimed,656
Local Business,2015,Henan,No Funding,724,pivot gone bad,657
Local Business,2015,Shanghai,Series D,3722,no business model,658
Local Business,2015,Beijing,Series C,944,no market need,659
Local Business,2014,Shanghai,Angel Round,947,failure to pivot,660
Local Business,2013,Shanghai,Series A,2525,no investor interest,661
Local Business,2013,Fujian,No Funding,969,no market need,662
Local Business,2012,Beijing,NEEQ,2466,pricing/cost issue,663
Real Estate,2019,Jiangsu,No Funding,1193,ran out of cash,664
Real Estate,2019,Hubei,Angel Round,1612,get outcompeted,665
Real Estate,2019,Guangdong,Series A,1553,supervision,666
Real Estate,2019,Shanghai,Series A,1461,burn out,667
Real Estate,2019,Guangdong,Series A,1461,product mistimed,668
Real Estate,2019,Shanghai,Series E,1705,burn out,669
Real Estate,2018,Beijing,Series A,1674,no business model,670
Real Estate,2018,Shanghai,Angel Round,1491,product mistimed,671
Real Estate,2018,Shanghai,Series B,1766,ran out of cash,672
Real Estate,2018,Shanghai,Angel Round,1943,burn out,673
Real Estate,2018,Zhejiang,Angel Round,902,supervision,674
Real Estate,2017,Shanghai,Angel Round,1917,no market need,675
Real Estate,2017,Beijing,No Funding,2100,no business model,676
Real Estate,2017,Sichuan,Angel Round,1825,get outcompeted,677
Real Estate,2017,Beijing,No Funding,2100,no business model,678
Real Estate,2017,Shanghai,No Funding,1552,no business model,679
Real Estate,2017,Beijing,Angel Round,1613,pricing/cost issue,680
Real Estate,2017,Guangdong,Pre-A Round,822,ran out of cash,681
Real Estate,2017,Guangdong,No Funding,829,get outcompeted,682
Real Estate,2017,Shanghai,Angel Round,996,product mistimed,683
Real Estate,2017,Shanghai,Series A,1132,poor product,684
Real Estate,2017,Beijing,Angel Round,1101,no business model,685
Real Estate,2017,Shanghai,Seed Round,736,product mistimed,686
Real Estate,2016,Beijing,Series A,1219,ran out of cash,687
Real Estate,2015,Beijing,Series A,2312,get outcompeted,688
Real Estate,2015,Guangdong,No Funding,647,no business model,689
Real Estate,2015,Guangdong,No Funding,943,get outcompeted,690
Real Estate,2015,Guangdong,No Funding,631,no business model,691
Real Estate,2015,Zhejiang,Angel Round,1470,pricing/cost issue,692
Real Estate,2014,Beijing,No Funding,1150,no business model,693
Real Estate,2011,Beijing,No Funding,1424,get outcompeted,694
Marketing,2019,Shanghai,No Funding,1888,pivot gone bad,695
Marketing,2018,Shaanxi,No Funding,1644,no investor interest,696
Marketing,2018,Beijing,Angel Round,1674,no investor interest,697
Marketing,2018,Jiangsu,Angel Round,1766,no business model,698
Marketing,2017,Beijing,Angel Round,1886,pivot gone bad,699
Marketing,2017,Shandong,Series C,2191,pivot gone bad,700
Marketing,2017,Beijing,No Funding,1735,no business model,701
Marketing,2017,Beijing,No Funding,4931,no business model,702
Marketing,2017,Shanghai,Angel Round,1644,no market need,703
Marketing,2017,Beijing,No Funding,2436,no business model,704
Marketing,2017,Guangdong,No Funding,1766,no business model,705
Marketing,2017,Liaoning,No Funding,1613,lose focus,706
Marketing,2017,Sichuan,Angel Round,1411,failure to pivot,707
Marketing,2016,Shanghai,No Funding,1887,no market need,708
Marketing,2016,Beijing,No Funding,2071,no business model,709
Marketing,2016,Shanghai,Angel Round,2101,no business model,710
Marketing,2016,Guangdong,Series B,1948,ignore customers,711
Marketing,2016,Beijing,No Funding,1092,get outcompeted,712
Marketing,2015,Zhejiang,No Funding,1856,failure to pivot,713
Marketing,2015,Zhejiang,No Funding,999,no business model,714
Marketing,2015,Sichuan,No Funding,722,no business model,715
Marketing,2014,Fujian,No Funding,1096,no business model,716
Marketing,2014,Shandong,No Funding,1156,pivot gone bad,717
Marketing,2014,Beijing,No Funding,1184,no business model,718
Marketing,2014,Jiangsu,Angel Round,1101,failure to pivot,719
Marketing,2013,Shanghai,No Funding,1303,no business model,720
Entertainment,2019,Shanghai,No Funding,3768,ran out of cash,721
Entertainment,2019,Zhejiang,Angel Round,1431,no business model,722
Entertainment,2019,Beijing,No Funding,2252,no business model,723
Entertainment,2019,Zhejiang,Angel Round,881,lose focus,724
Entertainment,2019,Beijing,Angel Round,1612,no market need,725
Entertainment,2019,Jiangsu,No Funding,1369,no business model,726
Entertainment,2019,Shanghai,Series B,1368,burn out,727
Entertainment,2019,Shanghai,Angel Round,1943,no business model,728
Entertainment,2018,Shanghai,Pre-A Round,1825,ran out of cash,729
Entertainment,2018,Guangdong,Series A+,1613,product mistimed,730
Entertainment,2018,Overseas,Seed Round,1613,poor product,731
Entertainment,2018,Beijing,Angel Round,1491,product mistimed,732
Entertainment,2018,Beijing,No Funding,1825,no business model,733
Entertainment,2018,Beijing,Series A,1674,no business model,734
Entertainment,2018,Beijing,No Funding,1582,no market need,735
Entertainment,2018,Zhejiang,Series B,2339,ran out of cash,736
Entertainment,2018,Shanghai,Series A,1121,burn out,737
Entertainment,2018,Beijing,Angel Round,579,failure to pivot,738
Entertainment,2017,Shanghai,No Funding,2252,no business model,739
Entertainment,2017,Guangdong,Angel Round,1886,no business model,740
Entertainment,2017,Guangdong,No Funding,2039,pivot gone bad,741
Entertainment,2017,Jiangsu,No Funding,1582,no business model,742
Entertainment,2017,Beijing,Series A,2009,lose focus,743
Entertainment,2017,Beijing,No Funding,1644,lose focus,744
Entertainment,2017,Beijing,Angel Round,1825,pivot gone bad,745
Entertainment,2017,Beijing,Angel Round,1886,no business model,746
Entertainment,2017,Beijing,Angel Round,1917,no market need,747
Entertainment,2017,Beijing,Angel Round,1825,product mistimed,748
Entertainment,2017,Beijing,Angel Round,1552,no market need,749
Entertainment,2017,Chongqing,Series A,1825,poor marketing,750
Entertainment,2017,Shanghai,Angel Round,1705,pivot gone bad,751
Entertainment,2017,Beijing,No Funding,1825,pivot gone bad,752
Entertainment,2017,Shanghai,Series A,1978,no market need,753
Entertainment,2017,Shanghai,Angel Round,1582,product mistimed,754
Entertainment,2017,Beijing,Angel Round,1552,pricing/cost issue,755
Entertainment,2017,Beijing,No Funding,4931,no business model,756
Entertainment,2017,Beijing,Angel Round,2039,poor product,757
Entertainment,2017,Liaoning,No Funding,1825,lose focus,758
Entertainment,2017,Beijing,Series A,1825,no market need,759
Entertainment,2017,Guangdong,No Funding,919,no business model,760
Entertainment,2017,Shanghai,No Funding,1007,no market need,761
Entertainment,2017,Beijing,Series A,740,failure to pivot,762
Entertainment,2017,Beijing,Series A,1009,product mistimed,763
Entertainment,2017,Guangdong,Angel Round,736,lose focus,764
Entertainment,2017,Zhejiang,No Funding,3097,lose focus,765
Entertainment,2017,Beijing,Pre-A Round,1101,product mistimed,766
Entertainment,2017,Shanghai,Series A,1466,no business model,767
Entertainment,2017,Shanghai,Series B,1831,no investor interest,768
Entertainment,2016,Beijing,Series A,1979,no business model,769
Entertainment,2016,Shaanxi,Angel Round,2010,failure to pivot,770
Entertainment,2016,Fujian,No Funding,2010,no market need,771
Entertainment,2016,Beijing,Series A,1857,get outcompeted,772
Entertainment,2016,Guangdong,No Funding,1887,product mistimed,773
Entertainment,2016,Beijing,Angel Round,2071,no market need,774
Entertainment,2016,Beijing,Angel Round,2160,poor marketing,775
Entertainment,2016,Jiangsu,No Funding,1105,no business model,776
Entertainment,2016,Beijing,No Funding,1741,no business model,777
Entertainment,2016,Beijing,No Funding,641,get outcompeted,778
Entertainment,2016,Shanghai,No Funding,943,pivot gone bad,779
Entertainment,2016,Beijing,No Funding,1126,no business model,780
Entertainment,2016,Beijing,No Funding,1269,lose focus,781
Entertainment,2016,Beijing,Series A,1100,no market need,782
Entertainment,2016,Beijing,Angel Round,339,product mistimed,783
Entertainment,2016,Beijing,Angel Round,1038,lose focus,784
Entertainment,2016,Zhejiang,Angel Round,763,product mistimed,785
Entertainment,2016,Guangdong,Angel Round,1159,pivot gone bad,786
Entertainment,2016,Beijing,No Funding,1735,no market need,787
Entertainment,2016,Beijing,Acquired,1466,pivot gone bad,788
Entertainment,2016,Beijing,Angel Round,1102,no business model,789
Entertainment,2016,Beijing,Angel Round,288,get outcompeted,790
Entertainment,2016,Zhejiang,Angel Round,1401,no market need,791
Entertainment,2015,Shanghai,Series A,1886,no investor interest,792
Entertainment,2015,Guangdong,No Funding,2343,no market need,793
Entertainment,2015,Fujian,No Funding,1979,no business model,794
Entertainment,2015,Guangdong,Angel Round,694,poor marketing,795
Entertainment,2015,Guangdong,No Funding,1392,pivot gone bad,796
Entertainment,2014,Beijing,No Funding,2465,pivot gone bad,797
Entertainment,2014,Guangdong,No Funding,998,get outcompeted,798
Entertainment,2014,Fujian,No Funding,1911,no business model,799
Entertainment,2014,Beijing,No Funding,844,no business model,800
Entertainment,2014,Guangdong,Series A,2784,legal challenges,801
Entertainment,2014,Guangdong,No Funding,380,legal challenges,802
Entertainment,2012,Beijing,Series A,2556,no business model,803
Entertainment,2012,Beijing,Angel Round,2222,product mistimed,804
Entertainment,2012,Zhejiang,No Funding,1152,pivot gone bad,805
Entertainment,2011,Beijing,Acquired,2312,get outcompeted,806
Entertainment,2011,Fujian,No Funding,692,no business model,807
Entertainment,2010,Beijing,Series B,2251,not the right team,808
Entertainment,2010,Beijing,No Funding,1302,no business model,809
Game,2019,Shanghai,No Funding,589,no business model,810
Game,2019,Shanghai,Angel Round,608,no business model,811
Game,2019,Sichuan,No Funding,396,ran out of cash,812
Game,2018,Beijing,Angel Round,1825,get outcompeted,813
Game,2018,Shanghai,Angel Round,1674,ran out of cash,814
Game,2018,Overseas,Series A,1825,not the right team,815
Game,2018,Shanghai,Angel Round,1491,ran out of cash,816
Game,2018,Sichuan,No Funding,1885,not the right team,817
Game,2018,Guangdong,Series B,1280,founder,818
Game,2017,Hubei,No Funding,2009,get outcompeted,819
Game,2017,Beijing,Series A,1766,poor marketing,820
Game,2017,Fujian,No Funding,1978,pivot gone bad,821
Game,2017,Shanghai,Angel Round,1947,burn out,822
Game,2017,Beijing,No Funding,2131,pivot gone bad,823
Game,2017,Guangdong,Series A,1917,legal challenges,824
Game,2017,Beijing,Angel Round,1491,product mistimed,825
Game,2017,Beijing,No Funding,1674,no business model,826
Game,2017,Beijing,Angel Round,2131,pricing/cost issue,827
Game,2017,Shanghai,Series A,2678,no market need,828
Game,2017,Sichuan,No Funding,1674,product mistimed,829
Game,2017,Shanghai,Angel Round,906,no business model,830
Game,2017,Beijing,Series A,1101,ran out of cash,831
Game,2017,Shanghai,Angel Round,1134,burn out,832
Game,2016,Shandong,No Funding,1857,get outcompeted,833
Game,2016,Jiangsu,Angel Round,1979,burn out,834
Game,2016,Beijing,Series B,1857,burn out,835
Game,2016,Beijing,No Funding,2191,pivot gone bad,836
Game,2016,Shanghai,Angel Round,2132,no investor interest,837
Game,2016,Fujian,No Funding,2132,no investor interest,838
Game,2016,Fujian,No Funding,2132,no investor interest,839
Game,2016,Shanghai,No Funding,2010,lose focus,840
Game,2016,Beijing,Series A,2191,get outcompeted,841
Game,2016,Sichuan,Angel Round,1888,no business model,842
Game,2016,Beijing,No Funding,3496,no business model,843
Game,2016,Sichuan,No Funding,1636,no business model,844
Game,2016,Beijing,Acquired,1206,no business model,845
Game,2016,Shanghai,No Funding,1130,get outcompeted,846
Game,2015,Shanghai,Series A,2100,get outcompeted,847
Game,2015,Beijing,Series A,2131,get outcompeted,848
Game,2015,Guangdong,No Funding,2496,get outcompeted,849
Game,2015,Guangdong,Series A,2282,get outcompeted,850
Game,2015,Beijing,No Funding,695,no business model,851
Game,2015,Beijing,No Funding,937,no business model,852
Game,2015,Hunan,No Funding,1303,pivot gone bad,853
Game,2015,Shanghai,No Funding,694,no business model,854
Game,2015,Shanghai,No Funding,694,no business model,855
Game,2015,Shandong,Angel Round,1150,no business model,856
Game,2014,Sichuan,Series A,2435,ran out of cash,857
Game,2014,Guangdong,No Funding,2404,get outcompeted,858
Game,2014,Shanghai,No Funding,1249,no business model,859
Game,2014,Beijing,Angel Round,1008,burn out,860
Game,2013,Jiangsu,No Funding,2400,poor marketing,861
Game,2013,Beijing,No Funding,1090,no business model,862
Game,2013,Beijing,No Funding,816,pivot gone bad,863
Game,2012,Beijing,No Funding,2405,no business model,864
Game,2010,Overseas,Strategic,2343,no market need,865
Game,2010,Shanghai,Series B,907,no market need,866
Social Media,2019,Beijing,Angel Round,1522,ran out of cash,867
Social Media,2019,Jiangsu,Angel Round,1431,no market need,868
Social Media,2019,Beijing,No Funding,1461,no market need,869
Social Media,2019,Beijing,Angel Round,1522,no market need,870
Social Media,2019,Zhejiang,Angel Round,1431,no business model,871
Social Media,2019,Beijing,Angel Round,1369,no business model,872
Social Media,2019,Shanghai,No Funding,1247,no market need,873
Social Media,2019,Beijing,Angel Round,1581,no market need,874
Social Media,2019,Guangdong,Angel Round,1612,no market need,875
Social Media,2019,Beijing,Strategic,547,founder,876
Social Media,2019,Zhejiang,Angel Round,1553,no business model,877
Social Media,2019,Beijing,Angel Round,1308,poor product,878
Social Media,2019,Beijing,Pre-A Round,1522,no market need,879
Social Media,2018,Beijing,Series A,1582,no business model,880
Social Media,2018,Beijing,Angel Round,1613,no business model,881
Social Media,2018,Shanghai,No Funding,1491,no market need,882
Social Media,2018,Beijing,Angel Round,1825,no market need,883
Social Media,2018,Guangdong,Series A,1644,product mistimed,884
Social Media,2018,Guangdong,Angel Round,1491,no market need,885
Social Media,2018,Liaoning,Angel Round,1521,no business model,886
Social Media,2018,Shanghai,Angel Round,1794,no business model,887
Social Media,2018,Fujian,Angel Round,1644,no market need,888
Social Media,2018,Hubei,No Funding,1735,no market need,889
Social Media,2018,Guangdong,Angel Round,1644,no market need,890
Social Media,2018,Shanghai,Series B,1644,no market need,891
Social Media,2018,Beijing,No Funding,2496,no business model,892
Social Media,2018,Beijing,Angel Round,1825,no business model,893
Social Media,2018,Guangdong,Angel Round,1582,no investor interest,894
Social Media,2018,Beijing,Angel Round,1461,no business model,895
Social Media,2018,Hebei,Angel Round,1424,no business model,896
Social Media,2018,Beijing,No Funding,1424,no business model,897
Social Media,2018,Shanghai,No Funding,5362,lose focus,898
Social Media,2018,Beijing,No Funding,1157,no business model,899
Social Media,2017,Beijing,No Funding,3592,no business model,900
Social Media,2017,Beijing,Angel Round,1613,pivot gone bad,901
Social Media,2017,Guangdong,Angel Round,2039,pivot gone bad,902
Social Media,2017,Shanghai,No Funding,1917,no market need,903
Social Media,2017,Guangdong,No Funding,1766,pivot gone bad,904
Social Media,2017,Hunan,Angel Round,1735,ran out of cash,905
Social Media,2017,Guangdong,No Funding,1825,product mistimed,906
Social Media,2017,Shanghai,No Funding,2770,no business model,907
Social Media,2017,Shandong,Pre-A Round,1552,no market need,908
Social Media,2017,Beijing,Acquired,2070,no market need,909
Social Media,2017,Beijing,Acquired,2070,no business model,910
Social Media,2017,Beijing,Angel Round,2100,no market need,911
Social Media,2017,Beijing,Acquired,3621,no business model,912
Social Media,2017,Beijing,No Funding,1582,no business model,913
Social Media,2017,Zhejiang,Angel Round,2009,lose focus,914
Social Media,2017,Hubei,Series A,2160,no business model,915
Social Media,2017,Beijing,No Funding,2039,no business model,916
Social Media,2017,Beijing,No Funding,2039,no business model,917
Social Media,2017,Shanghai,No Funding,2039,no market need,918
Social Media,2017,Sichuan,No Funding,2160,no business model,919
Social Media,2017,Overseas,Series A,1552,poor product,920
Social Media,2017,Beijing,No Funding,1735,pivot gone bad,921
Social Media,2017,Shanghai,Angel Round,1825,no market need,922
Social Media,2017,Shandong,No Funding,2009,no business model,923
Social Media,2017,Shanghai,No Funding,1947,no business model,924
Social Media,2017,Beijing,No Funding,1794,no business model,925
Social Media,2017,Beijing,Angel Round,1339,no business model,926
Social Media,2017,Guangdong,Series B,2954,poor product,927
Social Media,2017,Beijing,No Funding,1461,no business model,928
Social Media,2017,Fujian,No Funding,2710,no business model,929
Social Media,2017,Guangdong,Series A,1105,no market need,930
Social Media,2017,Beijing,Angel Round,740,no market need,931
Social Media,2017,Beijing,No Funding,549,pivot gone bad,932
Social Media,2017,Beijing,Series A,1128,no market need,933
Social Media,2017,Beijing,Angel Round,1461,no business model,934
Social Media,2017,Guangdong,Angel Round,740,no market need,935
Social Media,2017,Shanghai,Angel Round,1105,no market need,936
Social Media,2017,Beijing,Seed Round,370,no market need,937
Social Media,2017,Guangdong,Angel Round,976,get outcompeted,938
Social Media,2016,Henan,No Funding,1887,no business model,939
Social Media,2016,Guangdong,Angel Round,1979,no business model,940
Social Media,2016,Beijing,No Funding,1887,no business model,941
Social Media,2016,Sichuan,Series A,1918,no market need,942
Social Media,2016,Shanghai,Series A,2040,no market need,943
Social Media,2016,Beijing,No Funding,2132,pivot gone bad,944
Social Media,2016,Zhejiang,Angel Round,1979,get outcompeted,945
Social Media,2016,Sichuan,No Funding,1918,no business model,946
Social Media,2016,Beijing,Angel Round,1101,no market need,947
Social Media,2016,Shanghai,Series A,1832,no market need,948
Social Media,2016,Beijing,No Funding,854,product mistimed,949
Social Media,2016,Guangdong,No Funding,3036,no business model,950
Social Media,2016,Beijing,No Funding,2337,lose focus,951
Social Media,2016,Shanghai,Angel Round,1180,no business model,952
Social Media,2016,Beijing,Angel Round,643,no market need,953
Social Media,2016,Beijing,Angel Round,643,no market need,954
Social Media,2016,Beijing,Angel Round,673,no market need,955
Social Media,2016,Beijing,Angel Round,1130,no market need,956
Social Media,2016,Beijing,Angel Round,671,no business model,957
Social Media,2016,Beijing,Series A,1102,legal challenges,958
Social Media,2016,Shanghai,Series A,1466,no market need,959
Social Media,2016,Beijing,Angel Round,761,no market need,960
Social Media,2015,Shanghai,Series B,2039,no market need,961
Social Media,2015,Overseas,Acquired,1886,no market need,962
Social Media,2015,Beijing,Angel Round,2070,no market need,963
Social Media,2015,Guangdong,Series A,2131,pivot gone bad,964
Social Media,2015,Shanghai,Series A,2039,pivot gone bad,965
Social Media,2015,Beijing,No Funding,2435,no business model,966
Social Media,2015,Beijing,Angel Round,1917,no market need,967
Social Media,2015,Beijing,No Funding,1283,no business model,968
Social Media,2015,Beijing,No Funding,1375,no business model,969
Social Media,2015,Beijing,No Funding,852,product mistimed,970
Social Media,2015,Beijing,No Funding,821,no business model,971
Social Media,2015,Shanghai,No Funding,634,no market need,972
Social Media,2015,Sichuan,Angel Round,1304,no market need,973
