location,broken_year,industry,funded_status,survival_time,cause_of_failure,dataid
Guangdong,2015,E-Commerce,Series B,2131,get outcompeted,471
Guangdong,2015,Social Media,Series A,2131,pivot gone bad,472
Guangdong,2015,Game,No Funding,2496,get outcompeted,473
Guangdong,2015,Game,Series A,2282,get outcompeted,474
Guangdong,2015,E-Commerce,Series A,1917,pricing/cost issue,475
Guangdong,2015,Entertainment,No Funding,2343,no market need,476
Guangdong,2015,Logistics,No Funding,1978,pivot gone bad,477
Guangdong,2015,Real Estate,No Funding,647,no business model,478
Guangdong,2015,Local Business,No Funding,1346,no business model,479
Guangdong,2015,Local Business,No Funding,944,no business model,480
Guangdong,2015,Real Estate,No Funding,943,get outcompeted,481
Guangdong,2015,Education,No Funding,1826,no business model,482
Guangdong,2015,Finance,No Funding,1034,no business model,483
Guangdong,2015,Hardware,Series B,1488,pricing/cost issue,484
Guangdong,2015,Local Business,Angel Round,634,ran out of cash,485
Guangdong,2015,Entertainment,Angel Round,694,poor marketing,486
Guangdong,2015,Tool,No Funding,725,no business model,487
Guangdong,2015,Real Estate,No Funding,631,no business model,488
Guangdong,2015,Entertainment,No Funding,1392,pivot gone bad,489
Guangdong,2014,Transportation,No Funding,1917,no business model,490
Guangdong,2014,Game,No Funding,2404,get outcompeted,491
Guangdong,2014,Entertainment,No Funding,998,get outcompeted,492
Guangdong,2014,Entertainment,Series A,2784,legal challenges,493
Guangdong,2014,Entertainment,No Funding,380,legal challenges,494
Guangdong,2014,Hardware,No Funding,623,legal challenges,495
Guangdong,2014,E-Commerce,Series B,1826,pivot gone bad,496
Guangdong,2012,Social Media,No Funding,2375,pivot gone bad,497
Guangdong,2012,Social Media,No Funding,2375,pivot gone bad,498
Guangdong,2012,Transportation,No Funding,267,no business model,499
Guangdong,2012,Enterprise Service,Angel Round,931,ignore customers,500
Guangdong,2011,Hardware,Series A,2404,no investor interest,501
Guangdong,2011,Health,No Funding,1271,pivot gone bad,502
Fujian,2019,E-Commerce,No Funding,727,ran out of cash,503
Fujian,2019,Local Business,Angel Round,1461,no market need,504
Fujian,2018,Tool,No Funding,1825,no investor interest,505
Fujian,2018,Social Media,Angel Round,1644,no market need,506
Fujian,2018,Hardware,Angel Round,1582,ran out of cash,507
Fujian,2018,Tool,Angel Round,1065,no market need,508
Fujian,2017,Health,Angel Round,1521,pivot gone bad,509
Fujian,2017,Game,No Funding,1978,pivot gone bad,510
Fujian,2017,Finance,No Funding,2039,ran out of cash,511
Fujian,2017,Social Media,No Funding,2710,no business model,512
Fujian,2017,E-Commerce,Angel Round,1043,lose focus,513
Fujian,2017,Transportation,Seed Round,151,product mistimed,514
Fujian,2016,Entertainment,No Funding,2010,no market need,515
Fujian,2016,Game,No Funding,2132,no investor interest,516
Fujian,2016,Game,No Funding,2132,no investor interest,517
Fujian,2016,Local Business,Series A,1119,no business model,518
Fujian,2015,Entertainment,No Funding,1979,no business model,519
Fujian,2014,Marketing,No Funding,1096,no business model,520
Fujian,2014,Entertainment,No Funding,1911,no business model,521
Fujian,2013,Local Business,No Funding,969,no market need,522
Fujian,2011,Entertainment,No Funding,692,no business model,523
Beijing,2019,Health,No Funding,1750,supervision,524
Beijing,2019,Health,Angel Round,229,no business model,525
Beijing,2019,E-Commerce,Acquired,4136,pivot gone bad,526
Beijing,2019,Education,No Funding,1602,no business model,527
Beijing,2019,E-Commerce,Series C,3924,ran out of cash,528
Beijing,2019,Finance,No Funding,1443,supervision,529
Beijing,2019,Transportation,Angel Round,1381,burn out,530
Beijing,2019,E-Commerce,Seed Round,1461,no market need,531
Beijing,2019,Social Media,Angel Round,1522,ran out of cash,532
Beijing,2019,Health,No Funding,1612,pivot gone bad,533
Beijing,2019,Finance,Angel Round,516,supervision,534
Beijing,2019,Enterprise Service,Angel Round,1400,product mistimed,535
Beijing,2019,Hardware,No Funding,1612,no market need,536
Beijing,2019,Finance,Angel Round,1492,no market need,537
Beijing,2019,Local Business,Angel Round,1278,ran out of cash,538
Beijing,2019,Transportation,Acquired,1553,get outcompeted,539
Beijing,2019,Local Business,Series A,822,poor product,540
Beijing,2019,E-Commerce,Series A,1581,burn out,541
Beijing,2019,Entertainment,No Funding,2252,no business model,542
Beijing,2019,E-Commerce,Angel Round,1492,no business model,543
Beijing,2019,Education,Angel Round,1431,no business model,544
Beijing,2019,Tool,Angel Round,1216,no market need,545
Beijing,2019,E-Commerce,Angel Round,1339,pricing/cost issue,546
Beijing,2019,Sports,No Funding,1247,pricing/cost issue,547
Beijing,2019,Social Media,No Funding,1461,no market need,548
Beijing,2019,Health,Angel Round,1612,no business model,549
Beijing,2019,Social Media,Angel Round,1522,no market need,550
Beijing,2019,E-Commerce,Series A,1522,product mistimed,551
Beijing,2019,Entertainment,Angel Round,1612,no market need,552
Beijing,2019,E-Commerce,Angel Round,1461,no market need,553
Beijing,2019,Local Business,Seed Round,1216,no investor interest,554
Beijing,2019,Health,Angel Round,1431,no investor interest,555
Beijing,2019,Transportation,Angel Round,1612,burn out,556
Beijing,2019,E-Commerce,No Funding,1339,no market need,557
Beijing,2019,E-Commerce,Angel Round,1126,no market need,558
Beijing,2019,E-Commerce,No Funding,1339,no investor interest,559
Beijing,2019,E-Commerce,Angel Round,1553,get outcompeted,560
Beijing,2019,Social Media,Angel Round,1369,no business model,561
Beijing,2019,Finance,Angel Round,1612,no market need,562
Beijing,2019,Finance,Angel Round,1278,no business model,563
Beijing,2019,Local Business,Angel Round,912,get outcompeted,564
Beijing,2019,Health,Acquired,1612,no business model,565
Beijing,2019,Health,Acquired,1612,no business model,566
Beijing,2019,Tool,No Funding,1278,no market need,567
Beijing,2019,Social Media,Angel Round,1581,no market need,568
Beijing,2019,Logistics,No Funding,1553,get outcompeted,569
Beijing,2019,Health,No Funding,1400,pricing/cost issue,570
Beijing,2019,Social Media,Strategic,547,founder,571
Beijing,2019,Enterprise Service,Series A,1461,pivot gone bad,572
Beijing,2019,Finance,No Funding,1156,supervision,573
Beijing,2019,Education,Seed Round,1553,product mistimed,574
Beijing,2019,Enterprise Service,Angel Round,1247,pivot gone bad,575
Beijing,2019,Social Media,Angel Round,1308,poor product,576
Beijing,2019,E-Commerce,Angel Round,1612,ran out of cash,577
Beijing,2019,Social Media,Pre-A Round,1522,no market need,578
Beijing,2019,Enterprise Service,Angel Round,1492,no market need,579
Beijing,2019,Enterprise Service,Series A,1612,pivot gone bad,580
Beijing,2019,Transportation,Angel Round,1612,product mistimed,581
Beijing,2019,Finance,Acquired,1553,supervision,582
Beijing,2019,Local Business,Angel Round,1522,product mistimed,583
Beijing,2019,Transportation,Pre-A Round,1461,product mistimed,584
Beijing,2019,Enterprise Service,Series A,1396,founder,585
Beijing,2019,Enterprise Service,Angel Round,1364,get outcompeted,586
Beijing,2019,Logistics,Strategic,3074,ignore customers,587
Beijing,2019,Enterprise Service,Series B,1726,product mistimed,588
Beijing,2019,Local Business,Series B,1798,team/investors,589
Beijing,2019,Finance,Series B,2791,ran out of cash,590
Beijing,2019,Education,Acquired,870,ran out of cash,591
Beijing,2019,Health,Angel Round,1417,no business model,592
Beijing,2018,Finance,No Funding,1825,pivot gone bad,593
Beijing,2018,E-Commerce,Angel Round,1552,no market need,594
Beijing,2018,E-Commerce,Series B,1825,ran out of cash,595
Beijing,2018,Local Business,Pre-A Round,1491,lose focus,596
Beijing,2018,Health,No Funding,1613,lose focus,597
Beijing,2018,Education,Angel Round,1613,lose focus,598
Beijing,2018,Marketing,Angel Round,1674,no investor interest,599
Beijing,2018,Education,Angel Round,1825,ran out of cash,600
Beijing,2018,Transportation,Angel Round,1491,product mistimed,601
Beijing,2018,Sports,Angel Round,1582,no investor interest,602
Beijing,2018,Enterprise Service,Series A,1613,no business model,603
Beijing,2018,Game,Angel Round,1825,get outcompeted,604
Beijing,2018,Enterprise Service,Series A,1613,no business model,605
Beijing,2018,Education,Angel Round,1674,ran out of cash,606
Beijing,2018,Social Media,Series A,1582,no business model,607
Beijing,2018,Social Media,Angel Round,1613,no business model,608
Beijing,2018,Local Business,Acquired,1491,product mistimed,609
Beijing,2018,E-Commerce,No Funding,1825,lose focus,610
Beijing,2018,Social Media,Angel Round,1825,no market need,611
Beijing,2018,Real Estate,Series A,1674,no business model,612
Beijing,2018,Entertainment,Angel Round,1491,product mistimed,613
Beijing,2018,Entertainment,No Funding,1825,no business model,614
Beijing,2018,Local Business,Angel Round,1521,pivot gone bad,615
Beijing,2018,Transportation,Angel Round,1735,poor product,616
Beijing,2018,Local Business,Angel Round,1674,no business model,617
Beijing,2018,Travel,Angel Round,1644,no market need,618
Beijing,2018,Sports,Angel Round,1491,no market need,619
Beijing,2018,Sports,No Funding,1582,no business model,620
Beijing,2018,Enterprise Service,Angel Round,1552,get outcompeted,621
Beijing,2018,Transportation,Angel Round,1735,burn out,622
Beijing,2018,Transportation,Series A+,1766,burn out,623
Beijing,2018,Entertainment,Series A,1674,no business model,624
Beijing,2018,Local Business,Angel Round,1644,product mistimed,625
Beijing,2018,Local Business,Series A,1766,burn out,626
Beijing,2018,Transportation,Angel Round,1825,no market need,627
Beijing,2018,Sports,Angel Round,1552,no market need,628
Beijing,2018,Transportation,Series A,1766,burn out,629
Beijing,2018,Transportation,No Funding,1856,no business model,630
Beijing,2018,Enterprise Service,Seed Round,1674,no market need,631
Beijing,2018,Enterprise Service,No Funding,1735,ignore customers,632
Beijing,2018,Enterprise Service,Angel Round,1886,no investor interest,633
Beijing,2018,Education,No Funding,1491,lose focus,634
Beijing,2018,Enterprise Service,Angel Round,1521,product mistimed,635
Beijing,2018,Finance,No Funding,1735,no business model,636
Beijing,2018,E-Commerce,Angel Round,1705,product mistimed,637
Beijing,2018,Travel,Angel Round,1582,no market need,638
Beijing,2018,Enterprise Service,Angel Round,1613,pivot gone bad,639
Beijing,2018,Transportation,Angel Round,1766,founder,640
Beijing,2018,Health,Series A,1552,burn out,641
Beijing,2018,Travel,No Funding,1825,pivot gone bad,642
Beijing,2018,Social Media,No Funding,2496,no business model,643
Beijing,2018,Sports,Acquired,1735,no investor interest,644
Beijing,2018,Transportation,Series B,1856,no business model,645
Beijing,2018,Social Media,Angel Round,1825,no business model,646
Beijing,2018,Tool,Pre-A Round,1644,no market need,647
Beijing,2018,Entertainment,No Funding,1582,no market need,648
Beijing,2018,Transportation,No Funding,1552,get outcompeted,649
Beijing,2018,Local Business,Pre-A Round,944,get outcompeted,650
Beijing,2018,Education,No Funding,3303,no business model,651
Beijing,2018,Education,Series A,3424,no business model,652
Beijing,2018,Social Media,Angel Round,1461,no business model,653
Beijing,2018,Local Business,Angel Round,779,get outcompeted,654
Beijing,2018,E-Commerce,Series A,1825,get outcompeted,655
Beijing,2018,Health,Strategic,2052,ran out of cash,656
Beijing,2018,E-Commerce,Seed Round,735,ran out of cash,657
Beijing,2018,Local Business,Series A,1189,get outcompeted,658
Beijing,2018,Finance,Angel Round,1127,lose focus,659
Beijing,2018,Finance,Series B+,1571,ran out of cash,660
Beijing,2018,Finance,Series C,1781,supervision,661
Beijing,2018,Finance,Series A,2111,supervision,662
Beijing,2018,Social Media,No Funding,1424,no business model,663
Beijing,2018,Local Business,Series A,627,get outcompeted,664
Beijing,2018,Enterprise Service,Series A,1323,no investor interest,665
Beijing,2018,Enterprise Service,No Funding,1460,no business model,666
Beijing,2018,E-Commerce,Angel Round,3990,no business model,667
Beijing,2018,Health,No Funding,155,no business model,668
Beijing,2018,Finance,No Funding,4567,supervision,669
Beijing,2018,Travel,Series C,2071,no business model,670
Beijing,2018,Social Media,No Funding,1157,no business model,671
Beijing,2018,Local Business,Angel Round,153,pricing/cost issue,672
Beijing,2018,Travel,Angel Round,976,no market need,673
Beijing,2018,Entertainment,Angel Round,579,failure to pivot,674
Beijing,2018,Finance,Angel Round,365,supervision,675
Beijing,2017,Social Media,No Funding,3592,no business model,676
Beijing,2017,E-Commerce,Angel Round,1705,ran out of cash,677
Beijing,2017,Transportation,Angel Round,2131,pricing/cost issue,678
Beijing,2017,Health,Angel Round,1644,lose focus,679
Beijing,2017,Social Media,Angel Round,1613,pivot gone bad,680
Beijing,2017,Travel,Acquired,1735,get outcompeted,681
Beijing,2017,Tool,Angel Round,2160,no business model,682
Beijing,2017,Marketing,Angel Round,1886,pivot gone bad,683
Beijing,2017,E-Commerce,Angel Round,1766,no market need,684
Beijing,2017,E-Commerce,Series A,1978,ran out of cash,685
Beijing,2017,Game,Series A,1766,poor marketing,686
Beijing,2017,Entertainment,Series A,2009,lose focus,687
Beijing,2017,Education,Angel Round,2070,product mistimed,688
Beijing,2017,E-Commerce,No Funding,1613,poor product,689
Beijing,2017,Hardware,Series A,1856,pricing/cost issue,690
Beijing,2017,Travel,Series A+,1644,get outcompeted,691
Beijing,2017,Education,No Funding,4323,no market need,692
Beijing,2017,Entertainment,No Funding,1644,lose focus,693
Beijing,2017,Entertainment,Angel Round,1825,pivot gone bad,694
Beijing,2017,Entertainment,Angel Round,1886,no business model,695
Beijing,2017,Health,No Funding,1766,no business model,696
Beijing,2017,Real Estate,No Funding,2100,no business model,697
Beijing,2017,Entertainment,Angel Round,1917,no market need,698
Beijing,2017,Health,Angel Round,1886,ran out of cash,699
Beijing,2017,Transportation,No Funding,2375,no business model,700
Beijing,2017,Education,No Funding,1735,pricing/cost issue,701
Beijing,2017,Local Business,No Funding,2100,get outcompeted,702
Beijing,2017,Finance,Angel Round,1552,product mistimed,703
Beijing,2017,Local Business,Series A,1825,founder,704
Beijing,2017,Game,No Funding,2131,pivot gone bad,705
Beijing,2017,Marketing,No Funding,1735,no business model,706
Beijing,2017,Tool,No Funding,2100,pivot gone bad,707
Beijing,2017,E-Commerce,No Funding,1735,no business model,708
Beijing,2017,Travel,Angel Round,2009,poor product,709
Beijing,2017,Enterprise Service,Angel Round,1735,product mistimed,710
Beijing,2017,Real Estate,No Funding,2100,no business model,711
Beijing,2017,Entertainment,Angel Round,1825,product mistimed,712
Beijing,2017,Education,No Funding,1644,not the right team,713
Beijing,2017,Tool,Angel Round,2191,no market need,714
Beijing,2017,Entertainment,Angel Round,1552,no market need,715
Beijing,2017,Enterprise Service,Angel Round,1613,get outcompeted,716
Beijing,2017,Education,No Funding,2160,no business model,717
Beijing,2017,E-Commerce,No Funding,2160,no business model,718
Beijing,2017,Entertainment,No Funding,1825,pivot gone bad,719
Beijing,2017,Local Business,Angel Round,1552,ran out of cash,720
Beijing,2017,Health,Angel Round,2160,no business model,721
Beijing,2017,E-Commerce,No Funding,2100,get outcompeted,722
Beijing,2017,Tool,Angel Round,2191,no business model,723
Beijing,2017,Entertainment,Angel Round,1552,pricing/cost issue,724
Beijing,2017,Local Business,Angel Round,1521,no market need,725
Beijing,2017,Enterprise Service,Series A,2070,get outcompeted,726
Beijing,2017,Enterprise Service,No Funding,1978,get outcompeted,727
Beijing,2017,Local Business,Angel Round,1552,no market need,728
Beijing,2017,New Industry,Angel Round,1521,ran out of cash,729
Beijing,2017,Entertainment,No Funding,4931,no business model,730
Beijing,2017,Health,No Funding,1886,no business model,731
Beijing,2017,Marketing,No Funding,4931,no business model,732
Beijing,2017,E-Commerce,No Funding,1794,no business model,733
Beijing,2017,Education,Angel Round,2191,get outcompeted,734
Beijing,2017,Education,Angel Round,1978,no investor interest,735
Beijing,2017,Education,No Funding,1552,no business model,736
Beijing,2017,Transportation,Series A,2039,no business model,737
Beijing,2017,Transportation,No Funding,2466,no business model,738
Beijing,2017,E-Commerce,No Funding,2100,get outcompeted,739
Beijing,2017,Travel,Series A,1886,get outcompeted,740
Beijing,2017,Game,Angel Round,1491,product mistimed,741
Beijing,2017,E-Commerce,Series D,1978,burn out,742
Beijing,2017,Enterprise Service,No Funding,1521,product mistimed,743
Beijing,2017,Game,No Funding,1674,no business model,744
Beijing,2017,Transportation,No Funding,2070,no investor interest,745
Beijing,2017,Transportation,Angel Round,1552,no market need,746
Beijing,2017,E-Commerce,No Funding,1978,no business model,747
Beijing,2017,Social Media,Acquired,2070,no market need,748
Beijing,2017,Game,Angel Round,2131,pricing/cost issue,749
Beijing,2017,Social Media,Acquired,2070,no business model,750
Beijing,2017,Local Business,Angel Round,1644,no business model,751
Beijing,2017,Social Media,Angel Round,2100,no market need,752
Beijing,2017,E-Commerce,Angel Round,1613,poor product,753
Beijing,2017,Education,No Funding,1735,get outcompeted,754
Beijing,2017,Entertainment,Angel Round,2039,poor product,755
Beijing,2017,Sports,Angel Round,1644,no investor interest,756
Beijing,2017,E-Commerce,Series A,1886,product mistimed,757
Beijing,2017,Social Media,Acquired,3621,no business model,758
Beijing,2017,Social Media,No Funding,1582,no business model,759
Beijing,2017,Enterprise Service,No Funding,2100,get outcompeted,760
Beijing,2017,Social Media,No Funding,2039,no business model,761
Beijing,2017,Social Media,No Funding,2039,no business model,762
Beijing,2017,Marketing,No Funding,2436,no business model,763
Beijing,2017,Travel,Series A,1766,get outcompeted,764
Beijing,2017,New Industry,Series A,2039,product mistimed,765
Beijing,2017,Local Business,No Funding,2222,no business model,766
Beijing,2017,Education,No Funding,1735,pivot gone bad,767
Beijing,2017,Local Business,Angel Round,2131,no business model,768
Beijing,2017,Social Media,No Funding,1735,pivot gone bad,769
Beijing,2017,Travel,Series A,2100,poor marketing,770
Beijing,2017,Local Business,No Funding,1735,get outcompeted,771
Beijing,2017,Sports,No Funding,1552,pivot gone bad,772
Beijing,2017,Social Media,No Funding,1794,no business model,773
Beijing,2017,Tool,Strategic,2191,no market need,774
Beijing,2017,Entertainment,Series A,1825,no market need,775
Beijing,2017,Travel,No Funding,2497,no business model,776
Beijing,2017,Real Estate,Angel Round,1613,pricing/cost issue,777
Beijing,2017,Enterprise Service,Angel Round,861,lose focus,778
Beijing,2017,Local Business,Series C,3991,founder,779
Beijing,2017,Social Media,Angel Round,1339,no business model,780
Beijing,2017,Travel,Series A,1542,pivot gone bad,781
Beijing,2017,Health,Angel Round,792,no business model,782
Beijing,2017,Transportation,Series A,1211,burn out,783
Beijing,2017,Transportation,Angel Round,498,supervision,784
Beijing,2017,Hardware,Series A,1102,product mistimed,785
Beijing,2017,E-Commerce,No Funding,1099,no business model,786
Beijing,2017,Transportation,Series A,1764,get outcompeted,787
Beijing,2017,Sports,Angel Round,855,get outcompeted,788
Beijing,2017,Social Media,No Funding,1461,no business model,789
Beijing,2017,Local Business,Series A,860,ran out of cash,790
Beijing,2017,E-Commerce,No Funding,2168,no business model,791
Beijing,2017,Local Business,No Funding,946,no business model,792
Beijing,2017,Local Business,Series B,915,no market need,793
Beijing,2017,Travel,Angel Round,1219,supervision,794
Beijing,2017,Health,Angel Round,975,no market need,795
Beijing,2017,Health,No Funding,3500,no business model,796
Beijing,2017,Health,Series A,635,get outcompeted,797
Beijing,2017,Hardware,Angel Round,1303,product mistimed,798
Beijing,2017,Hardware,Angel Round,905,poor product,799
Beijing,2017,Enterprise Service,No Funding,905,failure to pivot,800
Beijing,2017,E-Commerce,No Funding,905,pivot gone bad,801
Beijing,2017,Entertainment,Series A,740,failure to pivot,802
Beijing,2017,Social Media,Angel Round,740,no market need,803
Beijing,2017,Transportation,Angel Round,827,product mistimed,804
Beijing,2017,Entertainment,Series A,1009,product mistimed,805
Beijing,2017,Game,Series A,1101,ran out of cash,806
Beijing,2017,Real Estate,Angel Round,1101,no business model,807
Beijing,2017,Finance,Seed Round,521,legal challenges,808
Beijing,2017,E-Commerce,Series A,1373,poor marketing,809
Beijing,2017,E-Commerce,No Funding,734,no market need,810
Beijing,2017,Tool,No Funding,1402,no business model,811
Beijing,2017,Local Business,No Funding,946,no business model,812
Beijing,2017,Social Media,No Funding,549,pivot gone bad,813
Beijing,2017,Social Media,Series A,1128,no market need,814
Beijing,2017,Local Business,Angel Round,883,burn out,815
Beijing,2017,Agriculture,Series A,1187,no investor interest,816
Beijing,2017,New Industry,Series A,1831,no market need,817
Beijing,2017,Enterprise Service,No Funding,3960,get outcompeted,818
Beijing,2017,Education,No Funding,1466,get outcompeted,819
Beijing,2017,Entertainment,Pre-A Round,1101,product mistimed,820
Beijing,2017,Finance,Series A,1101,supervision,821
Beijing,2017,Social Media,Angel Round,1461,no business model,822
Beijing,2017,Enterprise Service,Angel Round,608,founder,823
Beijing,2017,Local Business,Series A,768,product mistimed,824
Beijing,2017,Enterprise Service,Angel Round,1100,lose focus,825
Beijing,2017,Education,Angel Round,3712,ran out of cash,826
Beijing,2017,E-Commerce,Series A,736,burn out,827
Beijing,2017,Transportation,Acquired,1491,burn out,828
Beijing,2017,Finance,Angel Round,740,no market need,829
Beijing,2017,Education,Series B,4754,pivot gone bad,830
Beijing,2017,Travel,Angel Round,1101,no market need,831
Beijing,2017,Local Business,No Funding,1588,no market need,832
Beijing,2017,Finance,No Funding,250,supervision,833
Beijing,2017,Social Media,Seed Round,370,no market need,834
Beijing,2017,E-Commerce,Seed Round,915,no business model,835
Beijing,2017,E-Commerce,Strategic,641,get outcompeted,836
Beijing,2017,Local Business,Angel Round,731,burn out,837
Beijing,2017,Enterprise Service,Angel Round,641,product mistimed,838
Beijing,2016,E-Commerce,No Funding,2010,no business model,839
Beijing,2016,Enterprise Service,No Funding,2040,no business model,840
Beijing,2016,Entertainment,Series A,1979,no business model,841
Beijing,2016,Education,Acquired,2071,ignore customers,842
Beijing,2016,Social Media,No Funding,1887,no business model,843
Beijing,2016,Game,Series B,1857,burn out,844
Beijing,2016,E-Commerce,Series A,2191,pricing/cost issue,845
Beijing,2016,Game,No Funding,2191,pivot gone bad,846
Beijing,2016,Education,Angel Round,1857,no investor interest,847
Beijing,2016,Enterprise Service,Series A,2010,get outcompeted,848
Beijing,2016,Transportation,Series A,2010,pricing/cost issue,849
Beijing,2016,Social Media,No Funding,2132,pivot gone bad,850
Beijing,2016,Finance,No Funding,2191,supervision,851
Beijing,2016,Marketing,No Funding,2071,no business model,852
Beijing,2016,Tool,Angel Round,1857,ran out of cash,853
Beijing,2016,E-Commerce,Series A,1948,no market need,854
Beijing,2016,Entertainment,Series A,1857,get outcompeted,855
Beijing,2016,E-Commerce,Series A,2101,pricing/cost issue,856
Beijing,2016,Transportation,Series A,1887,get outcompeted,857
Beijing,2016,Enterprise Service,Angel Round,2010,no market need,858
Beijing,2016,Travel,Acquired,2101,get outcompeted,859
Beijing,2016,Entertainment,Angel Round,2071,no market need,860
Beijing,2016,Travel,Angel Round,2101,pricing/cost issue,861
Beijing,2016,E-Commerce,Series A,1887,pricing/cost issue,862
Beijing,2016,Education,Series A,2191,ignore customers,863
Beijing,2016,Tool,Angel Round,2071,no market need,864
Beijing,2016,Tool,Angel Round,1918,no investor interest,865
Beijing,2016,Local Business,Series A,2010,get outcompeted,866
Beijing,2016,Entertainment,Angel Round,2160,poor marketing,867
Beijing,2016,Game,Series A,2191,get outcompeted,868
Beijing,2016,Tool,Angel Round,740,no business model,869
Beijing,2016,Transportation,Series C,1101,burn out,870
Beijing,2016,Social Media,Angel Round,1101,no market need,871
Beijing,2016,E-Commerce,No Funding,2135,no business model,872
Beijing,2016,E-Commerce,Angel Round,458,no market need,873
Beijing,2016,Real Estate,Series A,1219,ran out of cash,874
Beijing,2016,Tool,No Funding,915,no business model,875
Beijing,2016,Finance,No Funding,860,no market need,876
Beijing,2016,Health,No Funding,769,no business model,877
Beijing,2016,Health,No Funding,798,no business model,878
Beijing,2016,Entertainment,No Funding,1741,no business model,879
Beijing,2016,Tool,No Funding,794,get outcompeted,880
Beijing,2016,Transportation,Angel Round,794,failure to pivot,881
Beijing,2016,Education,Angel Round,1310,no business model,882
Beijing,2016,Entertainment,No Funding,641,get outcompeted,883
Beijing,2016,Sports,No Funding,520,no business model,884
Beijing,2016,Enterprise Service,No Funding,885,failure to pivot,885
Beijing,2016,Social Media,No Funding,854,product mistimed,886
Beijing,2016,Finance,No Funding,853,no business model,887
Beijing,2016,Finance,No Funding,943,supervision,888
Beijing,2016,Tool,No Funding,884,no market need,889
Beijing,2016,Entertainment,No Funding,1126,no business model,890
Beijing,2016,Game,No Funding,3496,no business model,891
Beijing,2016,Marketing,No Funding,1092,get outcompeted,892
Beijing,2016,Education,No Funding,1853,product mistimed,893
Beijing,2016,Health,No Funding,1302,no business model,894
Beijing,2016,Tool,No Funding,1728,no business model,895
Beijing,2016,E-Commerce,No Funding,785,no business model,896
Beijing,2016,Health,No Funding,1301,no business model,897
Beijing,2016,Health,Angel Round,905,pricing/cost issue,898
Beijing,2016,Social Media,No Funding,2337,lose focus,899
Beijing,2016,Entertainment,No Funding,1269,lose focus,900
Beijing,2016,Sports,No Funding,1941,no business model,901
Beijing,2016,Finance,No Funding,1088,no business model,902
Beijing,2016,Game,Acquired,1206,no business model,903
Beijing,2016,Local Business,Angel Round,780,no market need,904
Beijing,2016,Enterprise Service,Angel Round,780,no market need,905
Beijing,2016,Travel,No Funding,658,no business model,906
Beijing,2016,Social Media,Angel Round,643,no market need,907
Beijing,2016,Finance,Series A,1130,no business model,908
Beijing,2016,Transportation,Series B,1831,get outcompeted,909
Beijing,2016,E-Commerce,Angel Round,947,get outcompeted,910
Beijing,2016,Social Media,Angel Round,643,no market need,911
Beijing,2016,Hardware,Series A+,1130,not the right team,912
Beijing,2016,Hardware,Series A,1100,pricing/cost issue,913
Beijing,2016,Hardware,Series A,1281,product mistimed,914
Beijing,2016,Travel,Angel Round,431,no market need,915
Beijing,2016,Health,Angel Round,1191,no business model,916
Beijing,2016,Entertainment,Series A,1100,no market need,917
Beijing,2016,E-Commerce,Series B,1008,burn out,918
Beijing,2016,Entertainment,Angel Round,339,product mistimed,919
Beijing,2016,Education,Series A,1100,get outcompeted,920
Beijing,2016,Finance,Series A,673,supervision,921
Beijing,2016,Entertainment,Angel Round,1038,lose focus,922
Beijing,2016,Social Media,Angel Round,673,no market need,923
Beijing,2016,Social Media,Angel Round,1130,no market need,924
Beijing,2016,Local Business,Series B,643,no investor interest,925
Beijing,2016,Local Business,Series A,704,burn out,926
Beijing,2016,Finance,Angel Round,459,supervision,927
Beijing,2016,Social Media,Angel Round,671,no business model,928
Beijing,2016,Tool,Series A,1067,no business model,929
Beijing,2016,Entertainment,No Funding,1735,no market need,930
Beijing,2016,Social Media,Series A,1102,legal challenges,931
Beijing,2016,Tool,Angel Round,1466,no business model,932
Beijing,2016,Entertainment,Acquired,1466,pivot gone bad,933
Beijing,2016,E-Commerce,No Funding,517,no market need,934
Beijing,2016,Enterprise Service,No Funding,1461,pivot gone bad,935
Beijing,2016,Entertainment,Angel Round,1102,no business model,936
Beijing,2016,Entertainment,Angel Round,288,get outcompeted,937
Beijing,2016,Local Business,Angel Round,1101,no market need,938
Beijing,2016,E-Commerce,Angel Round,1831,no market need,939
Beijing,2016,Social Media,Angel Round,761,no market need,940
Beijing,2015,Enterprise Service,Series B,2404,ran out of cash,941
Beijing,2015,Real Estate,Series A,2312,get outcompeted,942
Beijing,2015,E-Commerce,No Funding,2039,lose focus,943
Beijing,2015,Tool,Series C,2039,lose focus,944
Beijing,2015,Tool,Series C,2039,lose focus,945
Beijing,2015,Tool,Acquired,2524,pivot gone bad,946
Beijing,2015,Local Business,Angel Round,1978,poor marketing,947
Beijing,2015,Social Media,Angel Round,2070,no market need,948
Beijing,2015,Game,Series A,2131,get outcompeted,949
Beijing,2015,Education,Series A,1947,pricing/cost issue,950
Beijing,2015,Education,Series A,1917,lose focus,951
Beijing,2015,Health,No Funding,1856,no business model,952
Beijing,2015,Logistics,Series A,2555,product mistimed,953
Beijing,2015,E-Commerce,Angel Round,2190,no investor interest,954
Beijing,2015,Social Media,No Funding,2435,no business model,955
Beijing,2015,E-Commerce,Angel Round,1978,get outcompeted,956
Beijing,2015,Social Media,Angel Round,1917,no market need,957
Beijing,2015,Travel,Acquired,1466,get outcompeted,958
Beijing,2015,E-Commerce,Angel Round,1100,pricing/cost issue,959
