broken_year,industry,location,funded_status,survival_time,cause_of_failure,dataid
2015,Social Media,Guangdong,Series A,2131,pivot gone bad,472
2015,Game,Guangdong,No Funding,2496,get outcompeted,473
2015,Game,Guangdong,Series A,2282,get outcompeted,474
2015,E-Commerce,Guangdong,Series A,1917,pricing/cost issue,475
2015,Entertainment,Guangdong,No Funding,2343,no market need,476
2015,Logistics,Guangdong,No Funding,1978,pivot gone bad,477
2015,Real Estate,Guangdong,No Funding,647,no business model,478
2015,Local Business,Guangdong,No Funding,1346,no business model,479
2015,Local Business,Guangdong,No Funding,944,no business model,480
2015,Real Estate,Guangdong,No Funding,943,get outcompeted,481
2015,Education,Guangdong,No Funding,1826,no business model,482
2015,Finance,Guangdong,No Funding,1034,no business model,483
2015,Hardware,Guangdong,Series B,1488,pricing/cost issue,484
2015,Local Business,Guangdong,Angel Round,634,ran out of cash,485
2015,Entertainment,Guangdong,Angel Round,694,poor marketing,486
2015,Tool,Guangdong,No Funding,725,no business model,487
2015,Real Estate,Guangdong,No Funding,631,no business model,488
2015,Entertainment,Guangdong,No Funding,1392,pivot gone bad,489
2014,Transportation,Guangdong,No Funding,1917,no business model,490
2014,Game,Guangdong,No Funding,2404,get outcompeted,491
2014,Entertainment,Guangdong,No Funding,998,get outcompeted,492
2014,Entertainment,Guangdong,Series A,2784,legal challenges,493
2014,Entertainment,Guangdong,No Funding,380,legal challenges,494
2014,Hardware,Guangdong,No Funding,623,legal challenges,495
2014,E-Commerce,Guangdong,Series B,1826,pivot gone bad,496
2012,Social Media,Guangdong,No Funding,2375,pivot gone bad,497
2012,Social Media,Guangdong,No Funding,2375,pivot gone bad,498
2012,Transportation,Guangdong,No Funding,267,no business model,499
2012,Enterprise Service,Guangdong,Angel Round,931,ignore customers,500
2011,Hardware,Guangdong,Series A,2404,no investor interest,501
2011,Health,Guangdong,No Funding,1271,pivot gone bad,502
2019,E-Commerce,Fujian,No Funding,727,ran out of cash,503
2019,Local Business,Fujian,Angel Round,1461,no market need,504
2018,Tool,Fujian,No Funding,1825,no investor interest,505
2018,Social Media,Fujian,Angel Round,1644,no market need,506
2018,Hardware,Fujian,Angel Round,1582,ran out of cash,507
2018,Tool,Fujian,Angel Round,1065,no market need,508
2017,Health,Fujian,Angel Round,1521,pivot gone bad,509
2017,Game,Fujian,No Funding,1978,pivot gone bad,510
2017,Finance,Fujian,No Funding,2039,ran out of cash,511
2017,Social Media,Fujian,No Funding,2710,no business model,512
2017,E-Commerce,Fujian,Angel Round,1043,lose focus,513
2017,Transportation,Fujian,Seed Round,151,product mistimed,514
2016,Entertainment,Fujian,No Funding,2010,no market need,515
2016,Game,Fujian,No Funding,2132,no investor interest,516
2016,Game,Fujian,No Funding,2132,no investor interest,517
2016,Local Business,Fujian,Series A,1119,no business model,518
2015,Entertainment,Fujian,No Funding,1979,no business model,519
2014,Marketing,Fujian,No Funding,1096,no business model,520
2014,Entertainment,Fujian,No Funding,1911,no business model,521
2013,Local Business,Fujian,No Funding,969,no market need,522
2011,Entertainment,Fujian,No Funding,692,no business model,523
2019,Health,Beijing,No Funding,1750,supervision,524
2019,Health,Beijing,Angel Round,229,no business model,525
2019,E-Commerce,Beijing,Acquired,4136,pivot gone bad,526
2019,Education,Beijing,No Funding,1602,no business model,527
2019,E-Commerce,Beijing,Series C,3924,ran out of cash,528
2019,Finance,Beijing,No Funding,1443,supervision,529
2019,Transportation,Beijing,Angel Round,1381,burn out,530
2019,E-Commerce,Beijing,Seed Round,1461,no market need,531
2019,Social Media,Beijing,Angel Round,1522,ran out of cash,532
2019,Health,Beijing,No Funding,1612,pivot gone bad,533
2019,Finance,Beijing,Angel Round,516,supervision,534
2019,Enterprise Service,Beijing,Angel Round,1400,product mistimed,535
2019,Hardware,Beijing,No Funding,1612,no market need,536
2019,Finance,Beijing,Angel Round,1492,no market need,537
2019,Local Business,Beijing,Angel Round,1278,ran out of cash,538
2019,Transportation,Beijing,Acquired,1553,get outcompeted,539
2019,Local Business,Beijing,Series A,822,poor product,540
2019,E-Commerce,Beijing,Series A,1581,burn out,541
2019,Entertainment,Beijing,No Funding,2252,no business model,542
2019,E-Commerce,Beijing,Angel Round,1492,no business model,543
2019,Education,Beijing,Angel Round,1431,no business model,544
2019,Tool,Beijing,Angel Round,1216,no market need,545
2019,E-Commerce,Beijing,Angel Round,1339,pricing/cost issue,546
2019,Sports,Beijing,No Funding,1247,pricing/cost issue,547
2019,Social Media,Beijing,No Funding,1461,no market need,548
2019,Health,Beijing,Angel Round,1612,no business model,549
2019,Social Media,Beijing,Angel Round,1522,no market need,550
2019,E-Commerce,Beijing,Series A,1522,product mistimed,551
2019,Entertainment,Beijing,Angel Round,1612,no market need,552
2019,E-Commerce,Beijing,Angel Round,1461,no market need,553
2019,Local Business,Beijing,Seed Round,1216,no investor interest,554
2019,Health,Beijing,Angel Round,1431,no investor interest,555
2019,Transportation,Beijing,Angel Round,1612,burn out,556
2019,E-Commerce,Beijing,No Funding,1339,no market need,557
2019,E-Commerce,Beijing,Angel Round,1126,no market need,558
2019,E-Commerce,Beijing,No Funding,1339,no investor interest,559
2019,E-Commerce,Beijing,Angel Round,1553,get outcompeted,560
2019,Social Media,Beijing,Angel Round,1369,no business model,561
2019,Finance,Beijing,Angel Round,1612,no market need,562
2019,Finance,Beijing,Angel Round,1278,no business model,563
2019,Local Business,Beijing,Angel Round,912,get outcompeted,564
2019,Health,Beijing,Acquired,1612,no business model,565
2019,Health,Beijing,Acquired,1612,no business model,566
2019,Tool,Beijing,No Funding,1278,no market need,567
2019,Social Media,Beijing,Angel Round,1581,no market need,568
2019,Logistics,Beijing,No Funding,1553,get outcompeted,569
2019,Health,Beijing,No Funding,1400,pricing/cost issue,570
2019,Social Media,Beijing,Strategic,547,founder,571
2019,Enterprise Service,Beijing,Series A,1461,pivot gone bad,572
2019,Finance,Beijing,No Funding,1156,supervision,573
2019,Education,Beijing,Seed Round,1553,product mistimed,574
2019,Enterprise Service,Beijing,Angel Round,1247,pivot gone bad,575
2019,Social Media,Beijing,Angel Round,1308,poor product,576
2019,E-Commerce,Beijing,Angel Round,1612,ran out of cash,577
2019,Social Media,Beijing,Pre-A Round,1522,no market need,578
2019,Enterprise Service,Beijing,Angel Round,1492,no market need,579
2019,Enterprise Service,Beijing,Series A,1612,pivot gone bad,580
2019,Transportation,Beijing,Angel Round,1612,product mistimed,581
2019,Finance,Beijing,Acquired,1553,supervision,582
2019,Local Business,Beijing,Angel Round,1522,product mistimed,583
2019,Transportation,Beijing,Pre-A Round,1461,product mistimed,584
2019,Enterprise Service,Beijing,Series A,1396,founder,585
2019,Enterprise Service,Beijing,Angel Round,1364,get outcompeted,586
2019,Logistics,Beijing,Strategic,3074,ignore customers,587
2019,Enterprise Service,Beijing,Series B,1726,product mistimed,588
2019,Local Business,Beijing,Series B,1798,team/investors,589
2019,Finance,Beijing,Series B,2791,ran out of cash,590
2019,Education,Beijing,Acquired,870,ran out of cash,591
2019,Health,Beijing,Angel Round,1417,no business model,592
2018,Finance,Beijing,No Funding,1825,pivot gone bad,593
2018,E-Commerce,Beijing,Angel Round,1552,no market need,594
2018,E-Commerce,Beijing,Series B,1825,ran out of cash,595
2018,Local Business,Beijing,Pre-A Round,1491,lose focus,596
2018,Health,Beijing,No Funding,1613,lose focus,597
2018,Education,Beijing,Angel Round,1613,lose focus,598
2018,Marketing,Beijing,Angel Round,1674,no investor interest,599
2018,Education,Beijing,Angel Round,1825,ran out of cash,600
2018,Transportation,Beijing,Angel Round,1491,product mistimed,601
2018,Sports,Beijing,Angel Round,1582,no investor interest,602
2018,Enterprise Service,Beijing,Series A,1613,no business model,603
2018,Game,Beijing,Angel Round,1825,get outcompeted,604
2018,Enterprise Service,Beijing,Series A,1613,no business model,605
2018,Education,Beijing,Angel Round,1674,ran out of cash,606
2018,Social Media,Beijing,Series A,1582,no business model,607
2018,Social Media,Beijing,Angel Round,1613,no business model,608
2018,Local Business,Beijing,Acquired,1491,product mistimed,609
2018,E-Commerce,Beijing,No Funding,1825,lose focus,610
2018,Social Media,Beijing,Angel Round,1825,no market need,611
2018,Real Estate,Beijing,Series A,1674,no business model,612
2018,Entertainment,Beijing,Angel Round,1491,product mistimed,613
2018,Entertainment,Beijing,No Funding,1825,no business model,614
2018,Local Business,Beijing,Angel Round,1521,pivot gone bad,615
2018,Transportation,Beijing,Angel Round,1735,poor product,616
2018,Local Business,Beijing,Angel Round,1674,no business model,617
2018,Travel,Beijing,Angel Round,1644,no market need,618
2018,Sports,Beijing,Angel Round,1491,no market need,619
2018,Sports,Beijing,No Funding,1582,no business model,620
2018,Enterprise Service,Beijing,Angel Round,1552,get outcompeted,621
2018,Transportation,Beijing,Angel Round,1735,burn out,622
2018,Transportation,Beijing,Series A+,1766,burn out,623
2018,Entertainment,Beijing,Series A,1674,no business model,624
2018,Local Business,Beijing,Angel Round,1644,product mistimed,625
2018,Local Business,Beijing,Series A,1766,burn out,626
2018,Transportation,Beijing,Angel Round,1825,no market need,627
2018,Sports,Beijing,Angel Round,1552,no market need,628
2018,Transportation,Beijing,Series A,1766,burn out,629
2018,Transportation,Beijing,No Funding,1856,no business model,630
2018,Enterprise Service,Beijing,Seed Round,1674,no market need,631
2018,Enterprise Service,Beijing,No Funding,1735,ignore customers,632
2018,Enterprise Service,Beijing,Angel Round,1886,no investor interest,633
2018,Education,Beijing,No Funding,1491,lose focus,634
2018,Enterprise Service,Beijing,Angel Round,1521,product mistimed,635
2018,Finance,Beijing,No Funding,1735,no business model,636
2018,E-Commerce,Beijing,Angel Round,1705,product mistimed,637
2018,Travel,Beijing,Angel Round,1582,no market need,638
2018,Enterprise Service,Beijing,Angel Round,1613,pivot gone bad,639
2018,Transportation,Beijing,Angel Round,1766,founder,640
2018,Health,Beijing,Series A,1552,burn out,641
2018,Travel,Beijing,No Funding,1825,pivot gone bad,642
2018,Social Media,Beijing,No Funding,2496,no business model,643
2018,Sports,Beijing,Acquired,1735,no investor interest,644
2018,Transportation,Beijing,Series B,1856,no business model,645
2018,Social Media,Beijing,Angel Round,1825,no business model,646
2018,Tool,Beijing,Pre-A Round,1644,no market need,647
2018,Entertainment,Beijing,No Funding,1582,no market need,648
2018,Transportation,Beijing,No Funding,1552,get outcompeted,649
2018,Local Business,Beijing,Pre-A Round,944,get outcompeted,650
2018,Education,Beijing,No Funding,3303,no business model,651
2018,Education,Beijing,Series A,3424,no business model,652
2018,Social Media,Beijing,Angel Round,1461,no business model,653
2018,Local Business,Beijing,Angel Round,779,get outcompeted,654
2018,E-Commerce,Beijing,Series A,1825,get outcompeted,655
2018,Health,Beijing,Strategic,2052,ran out of cash,656
2018,E-Commerce,Beijing,Seed Round,735,ran out of cash,657
2018,Local Business,Beijing,Series A,1189,get outcompeted,658
2018,Finance,Beijing,Angel Round,1127,lose focus,659
2018,Finance,Beijing,Series B+,1571,ran out of cash,660
2018,Finance,Beijing,Series C,1781,supervision,661
2018,Finance,Beijing,Series A,2111,supervision,662
2018,Social Media,Beijing,No Funding,1424,no business model,663
2018,Local Business,Beijing,Series A,627,get outcompeted,664
2018,Enterprise Service,Beijing,Series A,1323,no investor interest,665
2018,Enterprise Service,Beijing,No Funding,1460,no business model,666
2018,E-Commerce,Beijing,Angel Round,3990,no business model,667
2018,Health,Beijing,No Funding,155,no business model,668
2018,Finance,Beijing,No Funding,4567,supervision,669
2018,Travel,Beijing,Series C,2071,no business model,670
2018,Social Media,Beijing,No Funding,1157,no business model,671
2018,Local Business,Beijing,Angel Round,153,pricing/cost issue,672
2018,Travel,Beijing,Angel Round,976,no market need,673
2018,Entertainment,Beijing,Angel Round,579,failure to pivot,674
2018,Finance,Beijing,Angel Round,365,supervision,675
2017,Social Media,Beijing,No Funding,3592,no business model,676
2017,E-Commerce,Beijing,Angel Round,1705,ran out of cash,677
2017,Transportation,Beijing,Angel Round,2131,pricing/cost issue,678
2017,Health,Beijing,Angel Round,1644,lose focus,679
2017,Social Media,Beijing,Angel Round,1613,pivot gone bad,680
2017,Travel,Beijing,Acquired,1735,get outcompeted,681
2017,Tool,Beijing,Angel Round,2160,no business model,682
2017,Marketing,Beijing,Angel Round,1886,pivot gone bad,683
2017,E-Commerce,Beijing,Angel Round,1766,no market need,684
2017,E-Commerce,Beijing,Series A,1978,ran out of cash,685
2017,Game,Beijing,Series A,1766,poor marketing,686
2017,Entertainment,Beijing,Series A,2009,lose focus,687
2017,Education,Beijing,Angel Round,2070,product mistimed,688
2017,E-Commerce,Beijing,No Funding,1613,poor product,689
2017,Hardware,Beijing,Series A,1856,pricing/cost issue,690
2017,Travel,Beijing,Series A+,1644,get outcompeted,691
2017,Education,Beijing,No Funding,4323,no market need,692
2017,Entertainment,Beijing,No Funding,1644,lose focus,693
2017,Entertainment,Beijing,Angel Round,1825,pivot gone bad,694
2017,Entertainment,Beijing,Angel Round,1886,no business model,695
2017,Health,Beijing,No Funding,1766,no business model,696
2017,Real Estate,Beijing,No Funding,2100,no business model,697
2017,Entertainment,Beijing,Angel Round,1917,no market need,698
2017,Health,Beijing,Angel Round,1886,ran out of cash,699
2017,Transportation,Beijing,No Funding,2375,no business model,700
2017,Education,Beijing,No Funding,1735,pricing/cost issue,701
2017,Local Business,Beijing,No Funding,2100,get outcompeted,702
2017,Finance,Beijing,Angel Round,1552,product mistimed,703
2017,Local Business,Beijing,Series A,1825,founder,704
2017,Game,Beijing,No Funding,2131,pivot gone bad,705
2017,Marketing,Beijing,No Funding,1735,no business model,706
2017,Tool,Beijing,No Funding,2100,pivot gone bad,707
2017,E-Commerce,Beijing,No Funding,1735,no business model,708
2017,Travel,Beijing,Angel Round,2009,poor product,709
2017,Enterprise Service,Beijing,Angel Round,1735,product mistimed,710
2017,Real Estate,Beijing,No Funding,2100,no business model,711
2017,Entertainment,Beijing,Angel Round,1825,product mistimed,712
2017,Education,Beijing,No Funding,1644,not the right team,713
2017,Tool,Beijing,Angel Round,2191,no market need,714
2017,Entertainment,Beijing,Angel Round,1552,no market need,715
2017,Enterprise Service,Beijing,Angel Round,1613,get outcompeted,716
2017,Education,Beijing,No Funding,2160,no business model,717
2017,E-Commerce,Beijing,No Funding,2160,no business model,718
2017,Entertainment,Beijing,No Funding,1825,pivot gone bad,719
2017,Local Business,Beijing,Angel Round,1552,ran out of cash,720
2017,Health,Beijing,Angel Round,2160,no business model,721
2017,E-Commerce,Beijing,No Funding,2100,get outcompeted,722
2017,Tool,Beijing,Angel Round,2191,no business model,723
2017,Entertainment,Beijing,Angel Round,1552,pricing/cost issue,724
2017,Local Business,Beijing,Angel Round,1521,no market need,725
2017,Enterprise Service,Beijing,Series A,2070,get outcompeted,726
2017,Enterprise Service,Beijing,No Funding,1978,get outcompeted,727
2017,Local Business,Beijing,Angel Round,1552,no market need,728
2017,New Industry,Beijing,Angel Round,1521,ran out of cash,729
2017,Entertainment,Beijing,No Funding,4931,no business model,730
2017,Health,Beijing,No Funding,1886,no business model,731
2017,Marketing,Beijing,No Funding,4931,no business model,732
2017,E-Commerce,Beijing,No Funding,1794,no business model,733
2017,Education,Beijing,Angel Round,2191,get outcompeted,734
2017,Education,Beijing,Angel Round,1978,no investor interest,735
2017,Education,Beijing,No Funding,1552,no business model,736
2017,Transportation,Beijing,Series A,2039,no business model,737
2017,Transportation,Beijing,No Funding,2466,no business model,738
2017,E-Commerce,Beijing,No Funding,2100,get outcompeted,739
2017,Travel,Beijing,Series A,1886,get outcompeted,740
2017,Game,Beijing,Angel Round,1491,product mistimed,741
2017,E-Commerce,Beijing,Series D,1978,burn out,742
2017,Enterprise Service,Beijing,No Funding,1521,product mistimed,743
2017,Game,Beijing,No Funding,1674,no business model,744
2017,Transportation,Beijing,No Funding,2070,no investor interest,745
2017,Transportation,Beijing,Angel Round,1552,no market need,746
2017,E-Commerce,Beijing,No Funding,1978,no business model,747
2017,Social Media,Beijing,Acquired,2070,no market need,748
2017,Game,Beijing,Angel Round,2131,pricing/cost issue,749
2017,Social Media,Beijing,Acquired,2070,no business model,750
2017,Local Business,Beijing,Angel Round,1644,no business model,751
2017,Social Media,Beijing,Angel Round,2100,no market need,752
2017,E-Commerce,Beijing,Angel Round,1613,poor product,753
2017,Education,Beijing,No Funding,1735,get outcompeted,754
2017,Entertainment,Beijing,Angel Round,2039,poor product,755
2017,Sports,Beijing,Angel Round,1644,no investor interest,756
2017,E-Commerce,Beijing,Series A,1886,product mistimed,757
2017,Social Media,Beijing,Acquired,3621,no business model,758
2017,Social Media,Beijing,No Funding,1582,no business model,759
2017,Enterprise Service,Beijing,No Funding,2100,get outcompeted,760
2017,Social Media,Beijing,No Funding,2039,no business model,761
2017,Social Media,Beijing,No Funding,2039,no business model,762
2017,Marketing,Beijing,No Funding,2436,no business model,763
2017,Travel,Beijing,Series A,1766,get outcompeted,764
2017,New Industry,Beijing,Series A,2039,product mistimed,765
2017,Local Business,Beijing,No Funding,2222,no business model,766
2017,Education,Beijing,No Funding,1735,pivot gone bad,767
2017,Local Business,Beijing,Angel Round,2131,no business model,768
2017,Social Media,Beijing,No Funding,1735,pivot gone bad,769
2017,Travel,Beijing,Series A,2100,poor marketing,770
2017,Local Business,Beijing,No Funding,1735,get outcompeted,771
2017,Sports,Beijing,No Funding,1552,pivot gone bad,772
2017,Social Media,Beijing,No Funding,1794,no business model,773
2017,Tool,Beijing,Strategic,2191,no market need,774
2017,Entertainment,Beijing,Series A,1825,no market need,775
2017,Travel,Beijing,No Funding,2497,no business model,776
2017,Real Estate,Beijing,Angel Round,1613,pricing/cost issue,777
2017,Enterprise Service,Beijing,Angel Round,861,lose focus,778
2017,Local Business,Beijing,Series C,3991,founder,779
2017,Social Media,Beijing,Angel Round,1339,no business model,780
2017,Travel,Beijing,Series A,1542,pivot gone bad,781
2017,Health,Beijing,Angel Round,792,no business model,782
2017,Transportation,Beijing,Series A,1211,burn out,783
2017,Transportation,Beijing,Angel Round,498,supervision,784
2017,Hardware,Beijing,Series A,1102,product mistimed,785
2017,E-Commerce,Beijing,No Funding,1099,no business model,786
2017,Transportation,Beijing,Series A,1764,get outcompeted,787
2017,Sports,Beijing,Angel Round,855,get outcompeted,788
2017,Social Media,Beijing,No Funding,1461,no business model,789
2017,Local Business,Beijing,Series A,860,ran out of cash,790
2017,E-Commerce,Beijing,No Funding,2168,no business model,791
2017,Local Business,Beijing,No Funding,946,no business model,792
2017,Local Business,Beijing,Series B,915,no market need,793
2017,Travel,Beijing,Angel Round,1219,supervision,794
2017,Health,Beijing,Angel Round,975,no market need,795
2017,Health,Beijing,No Funding,3500,no business model,796
2017,Health,Beijing,Series A,635,get outcompeted,797
2017,Hardware,Beijing,Angel Round,1303,product mistimed,798
2017,Hardware,Beijing,Angel Round,905,poor product,799
2017,Enterprise Service,Beijing,No Funding,905,failure to pivot,800
2017,E-Commerce,Beijing,No Funding,905,pivot gone bad,801
2017,Entertainment,Beijing,Series A,740,failure to pivot,802
2017,Social Media,Beijing,Angel Round,740,no market need,803
2017,Transportation,Beijing,Angel Round,827,product mistimed,804
2017,Entertainment,Beijing,Series A,1009,product mistimed,805
2017,Game,Beijing,Series A,1101,ran out of cash,806
2017,Real Estate,Beijing,Angel Round,1101,no business model,807
2017,Finance,Beijing,Seed Round,521,legal challenges,808
2017,E-Commerce,Beijing,Series A,1373,poor marketing,809
2017,E-Commerce,Beijing,No Funding,734,no market need,810
2017,Tool,Beijing,No Funding,1402,no business model,811
2017,Local Business,Beijing,No Funding,946,no business model,812
2017,Social Media,Beijing,No Funding,549,pivot gone bad,813
2017,Social Media,Beijing,Series A,1128,no market need,814
2017,Local Business,Beijing,Angel Round,883,burn out,815
2017,Agriculture,Beijing,Series A,1187,no investor interest,816
2017,New Industry,Beijing,Series A,1831,no market need,817
2017,Enterprise Service,Beijing,No Funding,3960,get outcompeted,818
2017,Education,Beijing,No Funding,1466,get outcompeted,819
2017,Entertainment,Beijing,Pre-A Round,1101,product mistimed,820
2017,Finance,Beijing,Series A,1101,supervision,821
2017,Social Media,Beijing,Angel Round,1461,no business model,822
2017,Enterprise Service,Beijing,Angel Round,608,founder,823
2017,Local Business,Beijing,Series A,768,product mistimed,824
2017,Enterprise Service,Beijing,Angel Round,1100,lose focus,825
2017,Education,Beijing,Angel Round,3712,ran out of cash,826
2017,E-Commerce,Beijing,Series A,736,burn out,827
2017,Transportation,Beijing,Acquired,1491,burn out,828
2017,Finance,Beijing,Angel Round,740,no market need,829
2017,Education,Beijing,Series B,4754,pivot gone bad,830
2017,Travel,Beijing,Angel Round,1101,no market need,831
2017,Local Business,Beijing,No Funding,1588,no market need,832
2017,Finance,Beijing,No Funding,250,supervision,833
2017,Social Media,Beijing,Seed Round,370,no market need,834
2017,E-Commerce,Beijing,Seed Round,915,no business model,835
2017,E-Commerce,Beijing,Strategic,641,get outcompeted,836
2017,Local Business,Beijing,Angel Round,731,burn out,837
2017,Enterprise Service,Beijing,Angel Round,641,product mistimed,838
2016,E-Commerce,Beijing,No Funding,2010,no business model,839
2016,Enterprise Service,Beijing,No Funding,2040,no business model,840
2016,Entertainment,Beijing,Series A,1979,no business model,841
2016,Education,Beijing,Acquired,2071,ignore customers,842
2016,Social Media,Beijing,No Funding,1887,no business model,843
2016,Game,Beijing,Series B,1857,burn out,844
2016,E-Commerce,Beijing,Series A,2191,pricing/cost issue,845
2016,Game,Beijing,No Funding,2191,pivot gone bad,846
2016,Education,Beijing,Angel Round,1857,no investor interest,847
2016,Enterprise Service,Beijing,Series A,2010,get outcompeted,848
2016,Transportation,Beijing,Series A,2010,pricing/cost issue,849
2016,Social Media,Beijing,No Funding,2132,pivot gone bad,850
2016,Finance,Beijing,No Funding,2191,supervision,851
2016,Marketing,Beijing,No Funding,2071,no business model,852
2016,Tool,Beijing,Angel Round,1857,ran out of cash,853
2016,E-Commerce,Beijing,Series A,1948,no market need,854
2016,Entertainment,Beijing,Series A,1857,get outcompeted,855
2016,E-Commerce,Beijing,Series A,2101,pricing/cost issue,856
2016,Transportation,Beijing,Series A,1887,get outcompeted,857
2016,Enterprise Service,Beijing,Angel Round,2010,no market need,858
2016,Travel,Beijing,Acquired,2101,get outcompeted,859
2016,Entertainment,Beijing,Angel Round,2071,no market need,860
2016,Travel,Beijing,Angel Round,2101,pricing/cost issue,861
2016,E-Commerce,Beijing,Series A,1887,pricing/cost issue,862
2016,Education,Beijing,Series A,2191,ignore customers,863
2016,Tool,Beijing,Angel Round,2071,no market need,864
2016,Tool,Beijing,Angel Round,1918,no investor interest,865
2016,Local Business,Beijing,Series A,2010,get outcompeted,866
2016,Entertainment,Beijing,Angel Round,2160,poor marketing,867
2016,Game,Beijing,Series A,2191,get outcompeted,868
2016,Tool,Beijing,Angel Round,740,no business model,869
2016,Transportation,Beijing,Series C,1101,burn out,870
2016,Social Media,Beijing,Angel Round,1101,no market need,871
2016,E-Commerce,Beijing,No Funding,2135,no business model,872
2016,E-Commerce,Beijing,Angel Round,458,no market need,873
2016,Real Estate,Beijing,Series A,1219,ran out of cash,874
2016,Tool,Beijing,No Funding,915,no business model,875
2016,Finance,Beijing,No Funding,860,no market need,876
2016,Health,Beijing,No Funding,769,no business model,877
2016,Health,Beijing,No Funding,798,no business model,878
2016,Entertainment,Beijing,No Funding,1741,no business model,879
2016,Tool,Beijing,No Funding,794,get outcompeted,880
2016,Transportation,Beijing,Angel Round,794,failure to pivot,881
2016,Education,Beijing,Angel Round,1310,no business model,882
2016,Entertainment,Beijing,No Funding,641,get outcompeted,883
2016,Sports,Beijing,No Funding,520,no business model,884
2016,Enterprise Service,Beijing,No Funding,885,failure to pivot,885
2016,Social Media,Beijing,No Funding,854,product mistimed,886
2016,Finance,Beijing,No Funding,853,no business model,887
2016,Finance,Beijing,No Funding,943,supervision,888
2016,Tool,Beijing,No Funding,884,no market need,889
2016,Entertainment,Beijing,No Funding,1126,no business model,890
2016,Game,Beijing,No Funding,3496,no business model,891
2016,Marketing,Beijing,No Funding,1092,get outcompeted,892
2016,Education,Beijing,No Funding,1853,product mistimed,893
2016,Health,Beijing,No Funding,1302,no business model,894
2016,Tool,Beijing,No Funding,1728,no business model,895
2016,E-Commerce,Beijing,No Funding,785,no business model,896
2016,Health,Beijing,No Funding,1301,no business model,897
2016,Health,Beijing,Angel Round,905,pricing/cost issue,898
2016,Social Media,Beijing,No Funding,2337,lose focus,899
2016,Entertainment,Beijing,No Funding,1269,lose focus,900
2016,Sports,Beijing,No Funding,1941,no business model,901
2016,Finance,Beijing,No Funding,1088,no business model,902
2016,Game,Beijing,Acquired,1206,no business model,903
2016,Local Business,Beijing,Angel Round,780,no market need,904
2016,Enterprise Service,Beijing,Angel Round,780,no market need,905
2016,Travel,Beijing,No Funding,658,no business model,906
2016,Social Media,Beijing,Angel Round,643,no market need,907
2016,Finance,Beijing,Series A,1130,no business model,908
2016,Transportation,Beijing,Series B,1831,get outcompeted,909
2016,E-Commerce,Beijing,Angel Round,947,get outcompeted,910
2016,Social Media,Beijing,Angel Round,643,no market need,911
2016,Hardware,Beijing,Series A+,1130,not the right team,912
2016,Hardware,Beijing,Series A,1100,pricing/cost issue,913
2016,Hardware,Beijing,Series A,1281,product mistimed,914
2016,Travel,Beijing,Angel Round,431,no market need,915
2016,Health,Beijing,Angel Round,1191,no business model,916
2016,Entertainment,Beijing,Series A,1100,no market need,917
2016,E-Commerce,Beijing,Series B,1008,burn out,918
2016,Entertainment,Beijing,Angel Round,339,product mistimed,919
2016,Education,Beijing,Series A,1100,get outcompeted,920
2016,Finance,Beijing,Series A,673,supervision,921
2016,Entertainment,Beijing,Angel Round,1038,lose focus,922
2016,Social Media,Beijing,Angel Round,673,no market need,923
2016,Social Media,Beijing,Angel Round,1130,no market need,924
2016,Local Business,Beijing,Series B,643,no investor interest,925
2016,Local Business,Beijing,Series A,704,burn out,926
2016,Finance,Beijing,Angel Round,459,supervision,927
2016,Social Media,Beijing,Angel Round,671,no business model,928
2016,Tool,Beijing,Series A,1067,no business model,929
2016,Entertainment,Beijing,No Funding,1735,no market need,930
2016,Social Media,Beijing,Series A,1102,legal challenges,931
2016,Tool,Beijing,Angel Round,1466,no business model,932
2016,Entertainment,Beijing,Acquired,1466,pivot gone bad,933
2016,E-Commerce,Beijing,No Funding,517,no market need,934
2016,Enterprise Service,Beijing,No Funding,1461,pivot gone bad,935
2016,Entertainment,Beijing,Angel Round,1102,no business model,936
2016,Entertainment,Beijing,Angel Round,288,get outcompeted,937
2016,Local Business,Beijing,Angel Round,1101,no market need,938
2016,E-Commerce,Beijing,Angel Round,1831,no market need,939
2016,Social Media,Beijing,Angel Round,761,no market need,940
2015,Enterprise Service,Beijing,Series B,2404,ran out of cash,941
2015,Real Estate,Beijing,Series A,2312,get outcompeted,942
2015,E-Commerce,Beijing,No Funding,2039,lose focus,943
2015,Tool,Beijing,Series C,2039,lose focus,944
2015,Tool,Beijing,Series C,2039,lose focus,945
2015,Tool,Beijing,Acquired,2524,pivot gone bad,946
2015,Local Business,Beijing,Angel Round,1978,poor marketing,947
2015,Social Media,Beijing,Angel Round,2070,no market need,948
2015,Game,Beijing,Series A,2131,get outcompeted,949
2015,Education,Beijing,Series A,1947,pricing/cost issue,950
2015,Education,Beijing,Series A,1917,lose focus,951
2015,Health,Beijing,No Funding,1856,no business model,952
2015,Logistics,Beijing,Series A,2555,product mistimed,953
2015,E-Commerce,Beijing,Angel Round,2190,no investor interest,954
2015,Social Media,Beijing,No Funding,2435,no business model,955
2015,E-Commerce,Beijing,Angel Round,1978,get outcompeted,956
2015,Social Media,Beijing,Angel Round,1917,no market need,957
2015,Travel,Beijing,Acquired,1466,get outcompeted,958
2015,E-Commerce,Beijing,Angel Round,1100,pricing/cost issue,959
2015,Social Media,Beijing,No Funding,1283,no business model,960
