industry,broken_year,location,funded_status,survival_time,cause_of_failure,dataid
E-Commerce,2019,Beijing,Angel Round,1553,get outcompeted,480
E-Commerce,2019,Beijing,Angel Round,1612,ran out of cash,481
E-Commerce,2018,Beijing,Angel Round,1552,no market need,482
E-Commerce,2018,Beijing,Series B,1825,ran out of cash,483
E-Commerce,2018,Beijing,No Funding,1825,lose focus,484
E-Commerce,2018,Beijing,Angel Round,1705,product mistimed,485
E-Commerce,2018,Beijing,Series A,1825,get outcompeted,486
E-Commerce,2018,Beijing,Seed Round,735,ran out of cash,487
E-Commerce,2018,Beijing,Angel Round,3990,no business model,488
E-Commerce,2017,Beijing,Angel Round,1705,ran out of cash,489
E-Commerce,2017,Beijing,Angel Round,1766,no market need,490
E-Commerce,2017,Beijing,Series A,1978,ran out of cash,491
E-Commerce,2017,Beijing,No Funding,1613,poor product,492
E-Commerce,2017,Beijing,No Funding,1735,no business model,493
E-Commerce,2017,Beijing,No Funding,2160,no business model,494
E-Commerce,2017,Beijing,No Funding,2100,get outcompeted,495
E-Commerce,2017,Beijing,No Funding,1794,no business model,496
E-Commerce,2017,Beijing,No Funding,2100,get outcompeted,497
E-Commerce,2017,Beijing,Series D,1978,burn out,498
E-Commerce,2017,Beijing,No Funding,1978,no business model,499
E-Commerce,2017,Beijing,Angel Round,1613,poor product,500
E-Commerce,2017,Beijing,Series A,1886,product mistimed,501
E-Commerce,2017,Beijing,No Funding,1099,no business model,502
E-Commerce,2017,Beijing,No Funding,2168,no business model,503
E-Commerce,2017,Beijing,No Funding,905,pivot gone bad,504
E-Commerce,2017,Beijing,Series A,1373,poor marketing,505
E-Commerce,2017,Beijing,No Funding,734,no market need,506
E-Commerce,2017,Beijing,Series A,736,burn out,507
E-Commerce,2017,Beijing,Seed Round,915,no business model,508
E-Commerce,2017,Beijing,Strategic,641,get outcompeted,509
E-Commerce,2016,Beijing,No Funding,2010,no business model,510
E-Commerce,2016,Beijing,Series A,2191,pricing/cost issue,511
E-Commerce,2016,Beijing,Series A,1948,no market need,512
E-Commerce,2016,Beijing,Series A,2101,pricing/cost issue,513
E-Commerce,2016,Beijing,Series A,1887,pricing/cost issue,514
E-Commerce,2016,Beijing,No Funding,2135,no business model,515
E-Commerce,2016,Beijing,Angel Round,458,no market need,516
E-Commerce,2016,Beijing,No Funding,785,no business model,517
E-Commerce,2016,Beijing,Angel Round,947,get outcompeted,518
E-Commerce,2016,Beijing,Series B,1008,burn out,519
E-Commerce,2016,Beijing,No Funding,517,no market need,520
E-Commerce,2016,Beijing,Angel Round,1831,no market need,521
E-Commerce,2015,Beijing,No Funding,2039,lose focus,522
E-Commerce,2015,Beijing,Angel Round,2190,no investor interest,523
E-Commerce,2015,Beijing,Angel Round,1978,get outcompeted,524
E-Commerce,2015,Beijing,Angel Round,1100,pricing/cost issue,525
E-Commerce,2015,Beijing,No Funding,852,no business model,526
E-Commerce,2015,Beijing,No Funding,1364,no business model,527
E-Commerce,2015,Beijing,No Funding,1211,no business model,528
E-Commerce,2015,Beijing,No Funding,2549,no business model,529
E-Commerce,2015,Beijing,No Funding,930,product mistimed,530
E-Commerce,2015,Beijing,Angel Round,1436,pricing/cost issue,531
E-Commerce,2015,Beijing,Angel Round,1129,pricing/cost issue,532
E-Commerce,2015,Beijing,Series A,1188,no market need,533
E-Commerce,2015,Beijing,Series A,1100,get outcompeted,534
E-Commerce,2015,Beijing,Series A,1430,no business model,535
E-Commerce,2014,Beijing,No Funding,1157,lose focus,536
E-Commerce,2013,Beijing,Series B,2222,ran out of cash,537
Education,2019,Beijing,No Funding,1602,no business model,538
Education,2019,Beijing,Angel Round,1431,no business model,539
Education,2019,Beijing,Seed Round,1553,product mistimed,540
Education,2019,Beijing,Acquired,870,ran out of cash,541
Education,2018,Beijing,Angel Round,1613,lose focus,542
Education,2018,Beijing,Angel Round,1825,ran out of cash,543
Education,2018,Beijing,Angel Round,1674,ran out of cash,544
Education,2018,Beijing,No Funding,1491,lose focus,545
Education,2018,Beijing,No Funding,3303,no business model,546
Education,2018,Beijing,Series A,3424,no business model,547
Education,2017,Beijing,Angel Round,2070,product mistimed,548
Education,2017,Beijing,No Funding,4323,no market need,549
Education,2017,Beijing,No Funding,1735,pricing/cost issue,550
Education,2017,Beijing,No Funding,1644,not the right team,551
Education,2017,Beijing,No Funding,2160,no business model,552
Education,2017,Beijing,Angel Round,2191,get outcompeted,553
Education,2017,Beijing,Angel Round,1978,no investor interest,554
Education,2017,Beijing,No Funding,1552,no business model,555
Education,2017,Beijing,No Funding,1735,get outcompeted,556
Education,2017,Beijing,No Funding,1735,pivot gone bad,557
Education,2017,Beijing,No Funding,1466,get outcompeted,558
Education,2017,Beijing,Angel Round,3712,ran out of cash,559
Education,2017,Beijing,Series B,4754,pivot gone bad,560
Education,2016,Beijing,Acquired,2071,ignore customers,561
Education,2016,Beijing,Angel Round,1857,no investor interest,562
Education,2016,Beijing,Series A,2191,ignore customers,563
Education,2016,Beijing,Angel Round,1310,no business model,564
Education,2016,Beijing,No Funding,1853,product mistimed,565
Education,2016,Beijing,Series A,1100,get outcompeted,566
Education,2015,Beijing,Series A,1947,pricing/cost issue,567
Education,2015,Beijing,Series A,1917,lose focus,568
Education,2015,Beijing,Angel Round,1066,no market need,569
Education,2015,Beijing,No Funding,755,no business model,570
Education,2014,Beijing,Series A,1281,no business model,571
Education,2013,Beijing,No Funding,663,no business model,572
Transportation,2019,Beijing,Angel Round,1381,burn out,573
Transportation,2019,Beijing,Acquired,1553,get outcompeted,574
Transportation,2019,Beijing,Angel Round,1612,burn out,575
Transportation,2019,Beijing,Angel Round,1612,product mistimed,576
Transportation,2019,Beijing,Pre-A Round,1461,product mistimed,577
Transportation,2018,Beijing,Angel Round,1491,product mistimed,578
Transportation,2018,Beijing,Angel Round,1735,poor product,579
Transportation,2018,Beijing,Angel Round,1735,burn out,580
Transportation,2018,Beijing,Series A+,1766,burn out,581
Transportation,2018,Beijing,Angel Round,1825,no market need,582
Transportation,2018,Beijing,Series A,1766,burn out,583
Transportation,2018,Beijing,No Funding,1856,no business model,584
Transportation,2018,Beijing,Angel Round,1766,founder,585
Transportation,2018,Beijing,Series B,1856,no business model,586
Transportation,2018,Beijing,No Funding,1552,get outcompeted,587
Transportation,2017,Beijing,Angel Round,2131,pricing/cost issue,588
Transportation,2017,Beijing,No Funding,2375,no business model,589
Transportation,2017,Beijing,Series A,2039,no business model,590
Transportation,2017,Beijing,No Funding,2466,no business model,591
Transportation,2017,Beijing,No Funding,2070,no investor interest,592
Transportation,2017,Beijing,Angel Round,1552,no market need,593
Transportation,2017,Beijing,Series A,1211,burn out,594
Transportation,2017,Beijing,Angel Round,498,supervision,595
Transportation,2017,Beijing,Series A,1764,get outcompeted,596
Transportation,2017,Beijing,Angel Round,827,product mistimed,597
Transportation,2017,Beijing,Acquired,1491,burn out,598
Transportation,2016,Beijing,Series A,2010,pricing/cost issue,599
Transportation,2016,Beijing,Series A,1887,get outcompeted,600
Transportation,2016,Beijing,Series C,1101,burn out,601
Transportation,2016,Beijing,Angel Round,794,failure to pivot,602
Transportation,2016,Beijing,Series B,1831,get outcompeted,603
Transportation,2014,Beijing,Series B,2496,get outcompeted,604
Tool,2019,Beijing,Angel Round,1216,no market need,605
Tool,2019,Beijing,No Funding,1278,no market need,606
Tool,2018,Beijing,Pre-A Round,1644,no market need,607
Tool,2017,Beijing,Angel Round,2160,no business model,608
Tool,2017,Beijing,No Funding,2100,pivot gone bad,609
Tool,2017,Beijing,Angel Round,2191,no market need,610
Tool,2017,Beijing,Angel Round,2191,no business model,611
Tool,2017,Beijing,Strategic,2191,no market need,612
Tool,2017,Beijing,No Funding,1402,no business model,613
Tool,2016,Beijing,Angel Round,1857,ran out of cash,614
Tool,2016,Beijing,Angel Round,2071,no market need,615
Tool,2016,Beijing,Angel Round,1918,no investor interest,616
Tool,2016,Beijing,Angel Round,740,no business model,617
Tool,2016,Beijing,No Funding,915,no business model,618
Tool,2016,Beijing,No Funding,794,get outcompeted,619
Tool,2016,Beijing,No Funding,884,no market need,620
Tool,2016,Beijing,No Funding,1728,no business model,621
Tool,2016,Beijing,Series A,1067,no business model,622
Tool,2016,Beijing,Angel Round,1466,no business model,623
Tool,2015,Beijing,Series C,2039,lose focus,624
Tool,2015,Beijing,Series C,2039,lose focus,625
Tool,2015,Beijing,Acquired,2524,pivot gone bad,626
Tool,2015,Beijing,No Funding,1009,no business model,627
Tool,2015,Beijing,No Funding,2368,no business model,628
Tool,2015,Beijing,No Funding,1029,no business model,629
Tool,2015,Beijing,No Funding,1242,product mistimed,630
Tool,2014,Beijing,No Funding,1465,no business model,631
Tool,2013,Beijing,No Funding,1029,no business model,632
Local Business,2019,Beijing,Angel Round,1278,ran out of cash,633
Local Business,2019,Beijing,Series A,822,poor product,634
Local Business,2019,Beijing,Seed Round,1216,no investor interest,635
Local Business,2019,Beijing,Angel Round,912,get outcompeted,636
Local Business,2019,Beijing,Angel Round,1522,product mistimed,637
Local Business,2019,Beijing,Series B,1798,team/investors,638
Local Business,2018,Beijing,Pre-A Round,1491,lose focus,639
Local Business,2018,Beijing,Acquired,1491,product mistimed,640
Local Business,2018,Beijing,Angel Round,1521,pivot gone bad,641
Local Business,2018,Beijing,Angel Round,1674,no business model,642
Local Business,2018,Beijing,Angel Round,1644,product mistimed,643
Local Business,2018,Beijing,Series A,1766,burn out,644
Local Business,2018,Beijing,Pre-A Round,944,get outcompeted,645
Local Business,2018,Beijing,Angel Round,779,get outcompeted,646
Local Business,2018,Beijing,Series A,1189,get outcompeted,647
Local Business,2018,Beijing,Series A,627,get outcompeted,648
Local Business,2018,Beijing,Angel Round,153,pricing/cost issue,649
Local Business,2017,Beijing,No Funding,2100,get outcompeted,650
Local Business,2017,Beijing,Series A,1825,founder,651
Local Business,2017,Beijing,Angel Round,1552,ran out of cash,652
Local Business,2017,Beijing,Angel Round,1521,no market need,653
Local Business,2017,Beijing,Angel Round,1552,no market need,654
Local Business,2017,Beijing,Angel Round,1644,no business model,655
Local Business,2017,Beijing,No Funding,2222,no business model,656
Local Business,2017,Beijing,Angel Round,2131,no business model,657
Local Business,2017,Beijing,No Funding,1735,get outcompeted,658
Local Business,2017,Beijing,Series C,3991,founder,659
Local Business,2017,Beijing,Series A,860,ran out of cash,660
Local Business,2017,Beijing,No Funding,946,no business model,661
Local Business,2017,Beijing,Series B,915,no market need,662
Local Business,2017,Beijing,No Funding,946,no business model,663
Local Business,2017,Beijing,Angel Round,883,burn out,664
Local Business,2017,Beijing,Series A,768,product mistimed,665
Local Business,2017,Beijing,No Funding,1588,no market need,666
Local Business,2017,Beijing,Angel Round,731,burn out,667
Local Business,2016,Beijing,Series A,2010,get outcompeted,668
Local Business,2016,Beijing,Angel Round,780,no market need,669
Local Business,2016,Beijing,Series B,643,no investor interest,670
Local Business,2016,Beijing,Series A,704,burn out,671
Local Business,2016,Beijing,Angel Round,1101,no market need,672
Local Business,2015,Beijing,Angel Round,1978,poor marketing,673
Local Business,2015,Beijing,No Funding,848,no business model,674
Local Business,2015,Beijing,No Funding,2367,no business model,675
Local Business,2015,Beijing,No Funding,1150,no business model,676
Local Business,2015,Beijing,Series C,944,no market need,677
Local Business,2012,Beijing,NEEQ,2466,pricing/cost issue,678
Real Estate,2018,Beijing,Series A,1674,no business model,679
Real Estate,2017,Beijing,No Funding,2100,no business model,680
Real Estate,2017,Beijing,No Funding,2100,no business model,681
Real Estate,2017,Beijing,Angel Round,1613,pricing/cost issue,682
Real Estate,2017,Beijing,Angel Round,1101,no business model,683
Real Estate,2016,Beijing,Series A,1219,ran out of cash,684
Real Estate,2015,Beijing,Series A,2312,get outcompeted,685
Real Estate,2014,Beijing,No Funding,1150,no business model,686
Real Estate,2011,Beijing,No Funding,1424,get outcompeted,687
Marketing,2018,Beijing,Angel Round,1674,no investor interest,688
Marketing,2017,Beijing,Angel Round,1886,pivot gone bad,689
Marketing,2017,Beijing,No Funding,1735,no business model,690
Marketing,2017,Beijing,No Funding,4931,no business model,691
Marketing,2017,Beijing,No Funding,2436,no business model,692
Marketing,2016,Beijing,No Funding,2071,no business model,693
Marketing,2016,Beijing,No Funding,1092,get outcompeted,694
Marketing,2014,Beijing,No Funding,1184,no business model,695
Entertainment,2019,Beijing,No Funding,2252,no business model,696
Entertainment,2019,Beijing,Angel Round,1612,no market need,697
Entertainment,2018,Beijing,Angel Round,1491,product mistimed,698
Entertainment,2018,Beijing,No Funding,1825,no business model,699
Entertainment,2018,Beijing,Series A,1674,no business model,700
Entertainment,2018,Beijing,No Funding,1582,no market need,701
Entertainment,2018,Beijing,Angel Round,579,failure to pivot,702
Entertainment,2017,Beijing,Series A,2009,lose focus,703
Entertainment,2017,Beijing,No Funding,1644,lose focus,704
Entertainment,2017,Beijing,Angel Round,1825,pivot gone bad,705
Entertainment,2017,Beijing,Angel Round,1886,no business model,706
Entertainment,2017,Beijing,Angel Round,1917,no market need,707
Entertainment,2017,Beijing,Angel Round,1825,product mistimed,708
Entertainment,2017,Beijing,Angel Round,1552,no market need,709
Entertainment,2017,Beijing,No Funding,1825,pivot gone bad,710
Entertainment,2017,Beijing,Angel Round,1552,pricing/cost issue,711
Entertainment,2017,Beijing,No Funding,4931,no business model,712
Entertainment,2017,Beijing,Angel Round,2039,poor product,713
Entertainment,2017,Beijing,Series A,1825,no market need,714
Entertainment,2017,Beijing,Series A,740,failure to pivot,715
Entertainment,2017,Beijing,Series A,1009,product mistimed,716
Entertainment,2017,Beijing,Pre-A Round,1101,product mistimed,717
Entertainment,2016,Beijing,Series A,1979,no business model,718
Entertainment,2016,Beijing,Series A,1857,get outcompeted,719
Entertainment,2016,Beijing,Angel Round,2071,no market need,720
Entertainment,2016,Beijing,Angel Round,2160,poor marketing,721
Entertainment,2016,Beijing,No Funding,1741,no business model,722
Entertainment,2016,Beijing,No Funding,641,get outcompeted,723
Entertainment,2016,Beijing,No Funding,1126,no business model,724
Entertainment,2016,Beijing,No Funding,1269,lose focus,725
Entertainment,2016,Beijing,Series A,1100,no market need,726
Entertainment,2016,Beijing,Angel Round,339,product mistimed,727
Entertainment,2016,Beijing,Angel Round,1038,lose focus,728
Entertainment,2016,Beijing,No Funding,1735,no market need,729
Entertainment,2016,Beijing,Acquired,1466,pivot gone bad,730
Entertainment,2016,Beijing,Angel Round,1102,no business model,731
Entertainment,2016,Beijing,Angel Round,288,get outcompeted,732
Entertainment,2014,Beijing,No Funding,2465,pivot gone bad,733
Entertainment,2014,Beijing,No Funding,844,no business model,734
Entertainment,2012,Beijing,Series A,2556,no business model,735
Entertainment,2012,Beijing,Angel Round,2222,product mistimed,736
Entertainment,2011,Beijing,Acquired,2312,get outcompeted,737
Entertainment,2010,Beijing,Series B,2251,not the right team,738
Entertainment,2010,Beijing,No Funding,1302,no business model,739
Game,2018,Beijing,Angel Round,1825,get outcompeted,740
Game,2017,Beijing,Series A,1766,poor marketing,741
Game,2017,Beijing,No Funding,2131,pivot gone bad,742
Game,2017,Beijing,Angel Round,1491,product mistimed,743
Game,2017,Beijing,No Funding,1674,no business model,744
Game,2017,Beijing,Angel Round,2131,pricing/cost issue,745
Game,2017,Beijing,Series A,1101,ran out of cash,746
Game,2016,Beijing,Series B,1857,burn out,747
Game,2016,Beijing,No Funding,2191,pivot gone bad,748
Game,2016,Beijing,Series A,2191,get outcompeted,749
Game,2016,Beijing,No Funding,3496,no business model,750
Game,2016,Beijing,Acquired,1206,no business model,751
Game,2015,Beijing,Series A,2131,get outcompeted,752
Game,2015,Beijing,No Funding,695,no business model,753
Game,2015,Beijing,No Funding,937,no business model,754
Game,2014,Beijing,Angel Round,1008,burn out,755
Game,2013,Beijing,No Funding,1090,no business model,756
Game,2013,Beijing,No Funding,816,pivot gone bad,757
Game,2012,Beijing,No Funding,2405,no business model,758
Social Media,2019,Beijing,Angel Round,1522,ran out of cash,759
Social Media,2019,Beijing,No Funding,1461,no market need,760
Social Media,2019,Beijing,Angel Round,1522,no market need,761
Social Media,2019,Beijing,Angel Round,1369,no business model,762
Social Media,2019,Beijing,Angel Round,1581,no market need,763
Social Media,2019,Beijing,Strategic,547,founder,764
Social Media,2019,Beijing,Angel Round,1308,poor product,765
Social Media,2019,Beijing,Pre-A Round,1522,no market need,766
Social Media,2018,Beijing,Series A,1582,no business model,767
Social Media,2018,Beijing,Angel Round,1613,no business model,768
Social Media,2018,Beijing,Angel Round,1825,no market need,769
Social Media,2018,Beijing,No Funding,2496,no business model,770
Social Media,2018,Beijing,Angel Round,1825,no business model,771
Social Media,2018,Beijing,Angel Round,1461,no business model,772
Social Media,2018,Beijing,No Funding,1424,no business model,773
Social Media,2018,Beijing,No Funding,1157,no business model,774
Social Media,2017,Beijing,No Funding,3592,no business model,775
Social Media,2017,Beijing,Angel Round,1613,pivot gone bad,776
Social Media,2017,Beijing,Acquired,2070,no market need,777
Social Media,2017,Beijing,Acquired,2070,no business model,778
Social Media,2017,Beijing,Angel Round,2100,no market need,779
Social Media,2017,Beijing,Acquired,3621,no business model,780
Social Media,2017,Beijing,No Funding,1582,no business model,781
Social Media,2017,Beijing,No Funding,2039,no business model,782
Social Media,2017,Beijing,No Funding,2039,no business model,783
Social Media,2017,Beijing,No Funding,1735,pivot gone bad,784
Social Media,2017,Beijing,No Funding,1794,no business model,785
Social Media,2017,Beijing,Angel Round,1339,no business model,786
Social Media,2017,Beijing,No Funding,1461,no business model,787
Social Media,2017,Beijing,Angel Round,740,no market need,788
Social Media,2017,Beijing,No Funding,549,pivot gone bad,789
Social Media,2017,Beijing,Series A,1128,no market need,790
Social Media,2017,Beijing,Angel Round,1461,no business model,791
Social Media,2017,Beijing,Seed Round,370,no market need,792
Social Media,2016,Beijing,No Funding,1887,no business model,793
Social Media,2016,Beijing,No Funding,2132,pivot gone bad,794
Social Media,2016,Beijing,Angel Round,1101,no market need,795
Social Media,2016,Beijing,No Funding,854,product mistimed,796
Social Media,2016,Beijing,No Funding,2337,lose focus,797
Social Media,2016,Beijing,Angel Round,643,no market need,798
Social Media,2016,Beijing,Angel Round,643,no market need,799
Social Media,2016,Beijing,Angel Round,673,no market need,800
Social Media,2016,Beijing,Angel Round,1130,no market need,801
Social Media,2016,Beijing,Angel Round,671,no business model,802
Social Media,2016,Beijing,Series A,1102,legal challenges,803
Social Media,2016,Beijing,Angel Round,761,no market need,804
Social Media,2015,Beijing,Angel Round,2070,no market need,805
Social Media,2015,Beijing,No Funding,2435,no business model,806
Social Media,2015,Beijing,Angel Round,1917,no market need,807
Social Media,2015,Beijing,No Funding,1283,no business model,808
Social Media,2015,Beijing,No Funding,1375,no business model,809
Social Media,2015,Beijing,No Funding,852,product mistimed,810
Social Media,2015,Beijing,No Funding,821,no business model,811
Social Media,2015,Beijing,No Funding,1091,no business model,812
Social Media,2015,Beijing,No Funding,996,no business model,813
Social Media,2015,Beijing,No Funding,3948,no business model,814
Social Media,2015,Beijing,No Funding,1100,get outcompeted,815
Social Media,2014,Beijing,No Funding,2465,pivot gone bad,816
Social Media,2014,Beijing,No Funding,1213,no business model,817
Social Media,2014,Beijing,Series A,977,no market need,818
Social Media,2013,Beijing,No Funding,2556,no market need,819
Enterprise Service,2019,Beijing,Angel Round,1400,product mistimed,820
Enterprise Service,2019,Beijing,Series A,1461,pivot gone bad,821
Enterprise Service,2019,Beijing,Angel Round,1247,pivot gone bad,822
Enterprise Service,2019,Beijing,Angel Round,1492,no market need,823
Enterprise Service,2019,Beijing,Series A,1612,pivot gone bad,824
Enterprise Service,2019,Beijing,Series A,1396,founder,825
Enterprise Service,2019,Beijing,Angel Round,1364,get outcompeted,826
Enterprise Service,2019,Beijing,Series B,1726,product mistimed,827
Enterprise Service,2018,Beijing,Series A,1613,no business model,828
Enterprise Service,2018,Beijing,Series A,1613,no business model,829
Enterprise Service,2018,Beijing,Angel Round,1552,get outcompeted,830
Enterprise Service,2018,Beijing,Seed Round,1674,no market need,831
Enterprise Service,2018,Beijing,No Funding,1735,ignore customers,832
Enterprise Service,2018,Beijing,Angel Round,1886,no investor interest,833
Enterprise Service,2018,Beijing,Angel Round,1521,product mistimed,834
Enterprise Service,2018,Beijing,Angel Round,1613,pivot gone bad,835
Enterprise Service,2018,Beijing,Series A,1323,no investor interest,836
Enterprise Service,2018,Beijing,No Funding,1460,no business model,837
Enterprise Service,2017,Beijing,Angel Round,1735,product mistimed,838
Enterprise Service,2017,Beijing,Angel Round,1613,get outcompeted,839
Enterprise Service,2017,Beijing,Series A,2070,get outcompeted,840
Enterprise Service,2017,Beijing,No Funding,1978,get outcompeted,841
Enterprise Service,2017,Beijing,No Funding,1521,product mistimed,842
Enterprise Service,2017,Beijing,No Funding,2100,get outcompeted,843
Enterprise Service,2017,Beijing,Angel Round,861,lose focus,844
Enterprise Service,2017,Beijing,No Funding,905,failure to pivot,845
Enterprise Service,2017,Beijing,No Funding,3960,get outcompeted,846
Enterprise Service,2017,Beijing,Angel Round,608,founder,847
Enterprise Service,2017,Beijing,Angel Round,1100,lose focus,848
Enterprise Service,2017,Beijing,Angel Round,641,product mistimed,849
Enterprise Service,2016,Beijing,No Funding,2040,no business model,850
Enterprise Service,2016,Beijing,Series A,2010,get outcompeted,851
Enterprise Service,2016,Beijing,Angel Round,2010,no market need,852
Enterprise Service,2016,Beijing,No Funding,885,failure to pivot,853
Enterprise Service,2016,Beijing,Angel Round,780,no market need,854
Enterprise Service,2016,Beijing,No Funding,1461,pivot gone bad,855
Enterprise Service,2015,Beijing,Series B,2404,ran out of cash,856
Enterprise Service,2015,Beijing,No Funding,2217,no business model,857
Enterprise Service,2015,Beijing,No Funding,724,pivot gone bad,858
Enterprise Service,2015,Beijing,Acquired,1158,pivot gone bad,859
Enterprise Service,2014,Beijing,Series A,1156,get outcompeted,860
Enterprise Service,2014,Beijing,No Funding,1122,no business model,861
Enterprise Service,2013,Beijing,Angel Round,2436,failure to pivot,862
Enterprise Service,2013,Beijing,No Funding,1127,no business model,863
Enterprise Service,2013,Beijing,No Funding,846,pivot gone bad,864
Enterprise Service,2013,Beijing,Series A,1434,get outcompeted,865
Enterprise Service,2011,Beijing,No Funding,756,no business model,866
Hardware,2019,Beijing,No Funding,1612,no market need,867
Hardware,2017,Beijing,Series A,1856,pricing/cost issue,868
Hardware,2017,Beijing,Series A,1102,product mistimed,869
Hardware,2017,Beijing,Angel Round,1303,product mistimed,870
Hardware,2017,Beijing,Angel Round,905,poor product,871
Hardware,2016,Beijing,Series A+,1130,not the right team,872
Hardware,2016,Beijing,Series A,1100,pricing/cost issue,873
Hardware,2016,Beijing,Series A,1281,product mistimed,874
Sports,2019,Beijing,No Funding,1247,pricing/cost issue,875
Sports,2018,Beijing,Angel Round,1582,no investor interest,876
Sports,2018,Beijing,Angel Round,1491,no market need,877
Sports,2018,Beijing,No Funding,1582,no business model,878
Sports,2018,Beijing,Angel Round,1552,no market need,879
Sports,2018,Beijing,Acquired,1735,no investor interest,880
Sports,2017,Beijing,Angel Round,1644,no investor interest,881
Sports,2017,Beijing,No Funding,1552,pivot gone bad,882
Sports,2017,Beijing,Angel Round,855,get outcompeted,883
Sports,2016,Beijing,No Funding,520,no business model,884
Sports,2016,Beijing,No Funding,1941,no business model,885
Travel,2018,Beijing,Angel Round,1644,no market need,886
Travel,2018,Beijing,Angel Round,1582,no market need,887
Travel,2018,Beijing,No Funding,1825,pivot gone bad,888
Travel,2018,Beijing,Series C,2071,no business model,889
Travel,2018,Beijing,Angel Round,976,no market need,890
Travel,2017,Beijing,Acquired,1735,get outcompeted,891
Travel,2017,Beijing,Series A+,1644,get outcompeted,892
Travel,2017,Beijing,Angel Round,2009,poor product,893
Travel,2017,Beijing,Series A,1886,get outcompeted,894
Travel,2017,Beijing,Series A,1766,get outcompeted,895
Travel,2017,Beijing,Series A,2100,poor marketing,896
Travel,2017,Beijing,No Funding,2497,no business model,897
Travel,2017,Beijing,Series A,1542,pivot gone bad,898
Travel,2017,Beijing,Angel Round,1219,supervision,899
Travel,2017,Beijing,Angel Round,1101,no market need,900
Travel,2016,Beijing,Acquired,2101,get outcompeted,901
Travel,2016,Beijing,Angel Round,2101,pricing/cost issue,902
Travel,2016,Beijing,No Funding,658,no business model,903
Travel,2016,Beijing,Angel Round,431,no market need,904
Travel,2015,Beijing,Acquired,1466,get outcompeted,905
Travel,2015,Beijing,No Funding,1399,no business model,906
Travel,2014,Beijing,No Funding,1029,no business model,907
Travel,2013,Beijing,Series A,1244,no market need,908
Logistics,2019,Beijing,No Funding,1553,get outcompeted,909
Logistics,2019,Beijing,Strategic,3074,ignore customers,910
Logistics,2015,Beijing,Series A,2555,product mistimed,911
Agriculture,2017,Beijing,Series A,1187,no investor interest,912
New Industry,2017,Beijing,Angel Round,1521,ran out of cash,913
New Industry,2017,Beijing,Series A,2039,product mistimed,914
New Industry,2017,Beijing,Series A,1831,no market need,915
New Industry,2012,Beijing,Series B,4409,ran out of cash,916
Finance,2019,Hebei,No Funding,1400,supervision,917
Social Media,2018,Hebei,Angel Round,1424,no business model,918
Finance,2019,Guangdong,Series D,2800,supervision,919
Finance,2019,Guangdong,Angel Round,3126,supervision,920
Finance,2018,Guangdong,No Funding,1582,ran out of cash,921
Finance,2018,Guangdong,Series B,1411,supervision,922
Finance,2018,Guangdong,Series B,1280,ran out of cash,923
Finance,2017,Guangdong,Series A,1886,founder,924
Finance,2017,Guangdong,Angel Round,1825,no market need,925
Finance,2016,Guangdong,No Funding,764,no business model,926
Finance,2016,Guangdong,Strategic,340,supervision,927
Finance,2015,Guangdong,Series A,2404,no business model,928
Finance,2015,Guangdong,No Funding,1034,no business model,929
Health,2019,Guangdong,No Funding,1887,get outcompeted,930
Health,2019,Guangdong,No Funding,2454,no market need,931
Health,2019,Guangdong,No Funding,1156,no business model,932
Health,2018,Guangdong,No Funding,1552,no business model,933
Health,2017,Guangdong,No Funding,1825,no business model,934
Health,2011,Guangdong,No Funding,1271,pivot gone bad,935
E-Commerce,2019,Guangdong,Series A,1461,no market need,936
E-Commerce,2018,Guangdong,No Funding,1735,no investor interest,937
E-Commerce,2018,Guangdong,Series A,1552,pivot gone bad,938
E-Commerce,2018,Guangdong,Angel Round,1674,no market need,939
E-Commerce,2018,Guangdong,Series A,1552,team/investors,940
E-Commerce,2018,Guangdong,No Funding,1613,pricing/cost issue,941
E-Commerce,2018,Guangdong,Angel Round,1521,no business model,942
E-Commerce,2018,Guangdong,Acquired,1552,burn out,943
E-Commerce,2018,Guangdong,No Funding,1825,pivot gone bad,944
E-Commerce,2017,Guangdong,No Funding,2100,no market need,945
E-Commerce,2017,Guangdong,No Funding,1917,get outcompeted,946
E-Commerce,2017,Guangdong,Series A,1856,no investor interest,947
E-Commerce,2017,Guangdong,Angel Round,1613,ran out of cash,948
E-Commerce,2017,Guangdong,No Funding,1917,no business model,949
E-Commerce,2017,Guangdong,No Funding,2070,no business model,950
E-Commerce,2017,Guangdong,No Funding,816,no market need,951
E-Commerce,2017,Guangdong,No Funding,1007,no business model,952
E-Commerce,2017,Guangdong,No Funding,1007,no business model,953
E-Commerce,2017,Guangdong,No Funding,266,product mistimed,954
E-Commerce,2017,Guangdong,Series A,740,no investor interest,955
E-Commerce,2016,Guangdong,No Funding,1245,no business model,956
E-Commerce,2016,Guangdong,Series A,765,no business model,957
E-Commerce,2015,Guangdong,Series B,2131,get outcompeted,958
E-Commerce,2015,Guangdong,Series A,1917,pricing/cost issue,959
E-Commerce,2014,Guangdong,Series B,1826,pivot gone bad,960
Education,2018,Guangdong,Angel Round,1613,lose focus,961
Education,2017,Guangdong,No Funding,1766,no business model,962
Education,2017,Guangdong,No Funding,1825,no business model,963
Education,2017,Guangdong,Angel Round,945,no business model,964
Education,2015,Guangdong,No Funding,1826,no business model,965
